review_id	pair_key	pair_label_canonical	final_class	source_locators	species_support	support_kind	evidence_summary	limitations	search_notes
M20A-LIANA-REMAINING-0492	wnt7a fzd5_lrp5	Wnt7a Fzd5_lrp5	manual_review	https://pubmed.ncbi.nlm.nih.gov/12857724/;https://europepmc.org/article/MED/12857724;https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt7a%22%20AND%20%22fzd5%22%20AND%20%22lrp5%22;https://europepmc.org/search?query=%22wnt7a%22%20AND%20%22fzd5%22%20AND%20%22lrp5%22	rat	direct WNT-FZD5 binding/functional evidence;LRP paralog unresolved	Primary PC12 work supports WNT7A signaling through an FZD5-LRP6 complex, but the submitted LRP5 version is not supported.	LRP5 versus LRP6, species/ortholog, or full-length receptor scope is unresolved; family similarity and pathway evidence were not promoted.	PubMed and Europe PMC exact and expanded searches: official/historical aliases, Wingless/Int-1 and Wnt-5A/Wnt-7A nomenclature, mature/lipidated or processed ligand forms, FZD/Frizzled names, LRP5/6, receptor subunits and holoreceptors, co-receptors/heterodimers, species terms, binding, activation, adhesion, reconstitution, structure, receptor-dependent function, full-text primary papers and citation trails; reviews, LIANA/CellChat, pathway/database and structure leads were not transferred as exact-pair evidence. Expanded search verdict=needs_manual_review.
M20A-LIANA-REMAINING-0493	wnt7a fzd5_lrp6	Wnt7a Fzd5_lrp6	low_evidence	https://pubmed.ncbi.nlm.nih.gov/12857724/;https://doi.org/10.1074/jbc.M300191200	rat PC12 cells with human WNT7A and FZD5/LRP constructs	functional receptor-complex signaling; beta-catenin stability and TCF reporter activation	The primary PC12 study identified a WNT7A-responsive FZD5-LRP6 complex: WNT7A/FZD5 increased beta-catenin stability and TCF reporter activity, and LRP6 antagonism by DKK proteins modulated the response.	This is a cell-based functional complex assignment, not purified ternary binding or a universal in vivo stoichiometry; both LRP5 and LRP6 could amplify responses when overexpressed.	Exact FZD5-LRP6 functional scope is supported by endogenous LRP6 in PC12 cells; keep the rat-cell context and LRP5 caveat. Candidate audit verdict=approve_candidate.
M20A-LIANA-REMAINING-0494	wnt7a fzd6_lrp5	Wnt7a Fzd6_lrp5	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt7a%22%20AND%20%22fzd6%22%20AND%20%22lrp5%22;https://europepmc.org/search?query=%22wnt7a%22%20AND%20%22fzd6%22%20AND%20%22lrp5%22	none located	none	Expanded exact-pair searches did not locate qualifying primary evidence for the submitted three-component ligand-receptor composite.	FZD/LRP family, pathway, expression, database, co-mention and structurally related WNT complexes were not transferred to this exact pair.	PubMed and Europe PMC exact and expanded searches: official/historical aliases, Wingless/Int-1 and Wnt-5A/Wnt-7A nomenclature, mature/lipidated or processed ligand forms, FZD/Frizzled names, LRP5/6, receptor subunits and holoreceptors, co-receptors/heterodimers, species terms, binding, activation, adhesion, reconstitution, structure, receptor-dependent function, full-text primary papers and citation trails; reviews, LIANA/CellChat, pathway/database and structure leads were not transferred as exact-pair evidence. Expanded search verdict=no_evidence.
M20A-LIANA-REMAINING-0495	wnt7a fzd6_lrp6	Wnt7a Fzd6_lrp6	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt7a%22%20AND%20%22fzd6%22%20AND%20%22lrp6%22;https://europepmc.org/search?query=%22wnt7a%22%20AND%20%22fzd6%22%20AND%20%22lrp6%22	none located	none	Expanded exact-pair searches did not locate qualifying primary evidence for the submitted three-component ligand-receptor composite.	FZD/LRP family, pathway, expression, database, co-mention and structurally related WNT complexes were not transferred to this exact pair.	PubMed and Europe PMC exact and expanded searches: official/historical aliases, Wingless/Int-1 and Wnt-5A/Wnt-7A nomenclature, mature/lipidated or processed ligand forms, FZD/Frizzled names, LRP5/6, receptor subunits and holoreceptors, co-receptors/heterodimers, species terms, binding, activation, adhesion, reconstitution, structure, receptor-dependent function, full-text primary papers and citation trails; reviews, LIANA/CellChat, pathway/database and structure leads were not transferred as exact-pair evidence. Expanded search verdict=no_evidence.
M20A-LIANA-REMAINING-0496	wnt7a fzd7_lrp5	Wnt7a Fzd7_lrp5	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt7a%22%20AND%20%22fzd7%22%20AND%20%22lrp5%22;https://europepmc.org/search?query=%22wnt7a%22%20AND%20%22fzd7%22%20AND%20%22lrp5%22	none located	none	Expanded exact-pair searches did not locate qualifying primary evidence for the submitted three-component ligand-receptor composite.	FZD/LRP family, pathway, expression, database, co-mention and structurally related WNT complexes were not transferred to this exact pair.	PubMed and Europe PMC exact and expanded searches: official/historical aliases, Wingless/Int-1 and Wnt-5A/Wnt-7A nomenclature, mature/lipidated or processed ligand forms, FZD/Frizzled names, LRP5/6, receptor subunits and holoreceptors, co-receptors/heterodimers, species terms, binding, activation, adhesion, reconstitution, structure, receptor-dependent function, full-text primary papers and citation trails; reviews, LIANA/CellChat, pathway/database and structure leads were not transferred as exact-pair evidence. Expanded search verdict=no_evidence.
M20A-LIANA-REMAINING-0497	wnt7a fzd7_lrp6	Wnt7a Fzd7_lrp6	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt7a%22%20AND%20%22fzd7%22%20AND%20%22lrp6%22;https://europepmc.org/search?query=%22wnt7a%22%20AND%20%22fzd7%22%20AND%20%22lrp6%22	none located	none	Expanded exact-pair searches did not locate qualifying primary evidence for the submitted three-component ligand-receptor composite.	FZD/LRP family, pathway, expression, database, co-mention and structurally related WNT complexes were not transferred to this exact pair.	PubMed and Europe PMC exact and expanded searches: official/historical aliases, Wingless/Int-1 and Wnt-5A/Wnt-7A nomenclature, mature/lipidated or processed ligand forms, FZD/Frizzled names, LRP5/6, receptor subunits and holoreceptors, co-receptors/heterodimers, species terms, binding, activation, adhesion, reconstitution, structure, receptor-dependent function, full-text primary papers and citation trails; reviews, LIANA/CellChat, pathway/database and structure leads were not transferred as exact-pair evidence. Expanded search verdict=no_evidence.
M20A-LIANA-REMAINING-0498	wnt7a fzd8_lrp5	Wnt7a Fzd8_lrp5	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt7a%22%20AND%20%22fzd8%22%20AND%20%22lrp5%22;https://europepmc.org/search?query=%22wnt7a%22%20AND%20%22fzd8%22%20AND%20%22lrp5%22	none located	none	Expanded exact-pair searches did not locate qualifying primary evidence for the submitted three-component ligand-receptor composite.	FZD/LRP family, pathway, expression, database, co-mention and structurally related WNT complexes were not transferred to this exact pair.	PubMed and Europe PMC exact and expanded searches: official/historical aliases, Wingless/Int-1 and Wnt-5A/Wnt-7A nomenclature, mature/lipidated or processed ligand forms, FZD/Frizzled names, LRP5/6, receptor subunits and holoreceptors, co-receptors/heterodimers, species terms, binding, activation, adhesion, reconstitution, structure, receptor-dependent function, full-text primary papers and citation trails; reviews, LIANA/CellChat, pathway/database and structure leads were not transferred as exact-pair evidence. Expanded search verdict=no_evidence.
M20A-LIANA-REMAINING-0499	wnt7a fzd8_lrp6	Wnt7a Fzd8_lrp6	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt7a%22%20AND%20%22fzd8%22%20AND%20%22lrp6%22;https://europepmc.org/search?query=%22wnt7a%22%20AND%20%22fzd8%22%20AND%20%22lrp6%22	none located	none	Expanded exact-pair searches did not locate qualifying primary evidence for the submitted three-component ligand-receptor composite.	FZD/LRP family, pathway, expression, database, co-mention and structurally related WNT complexes were not transferred to this exact pair.	PubMed and Europe PMC exact and expanded searches: official/historical aliases, Wingless/Int-1 and Wnt-5A/Wnt-7A nomenclature, mature/lipidated or processed ligand forms, FZD/Frizzled names, LRP5/6, receptor subunits and holoreceptors, co-receptors/heterodimers, species terms, binding, activation, adhesion, reconstitution, structure, receptor-dependent function, full-text primary papers and citation trails; reviews, LIANA/CellChat, pathway/database and structure leads were not transferred as exact-pair evidence. Expanded search verdict=no_evidence.
M20A-LIANA-REMAINING-0500	wnt7a fzd9_lrp5	Wnt7a Fzd9_lrp5	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt7a%22%20AND%20%22fzd9%22%20AND%20%22lrp5%22;https://europepmc.org/search?query=%22wnt7a%22%20AND%20%22fzd9%22%20AND%20%22lrp5%22	none located	none	Expanded exact-pair searches did not locate qualifying primary evidence for the submitted three-component ligand-receptor composite.	FZD/LRP family, pathway, expression, database, co-mention and structurally related WNT complexes were not transferred to this exact pair.	PubMed and Europe PMC exact and expanded searches: official/historical aliases, Wingless/Int-1 and Wnt-5A/Wnt-7A nomenclature, mature/lipidated or processed ligand forms, FZD/Frizzled names, LRP5/6, receptor subunits and holoreceptors, co-receptors/heterodimers, species terms, binding, activation, adhesion, reconstitution, structure, receptor-dependent function, full-text primary papers and citation trails; reviews, LIANA/CellChat, pathway/database and structure leads were not transferred as exact-pair evidence. Expanded search verdict=no_evidence.
M20A-LIANA-REMAINING-0501	wnt7a fzd9_lrp6	Wnt7a Fzd9_lrp6	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt7a%22%20AND%20%22fzd9%22%20AND%20%22lrp6%22;https://europepmc.org/search?query=%22wnt7a%22%20AND%20%22fzd9%22%20AND%20%22lrp6%22	none located	none	Expanded exact-pair searches did not locate qualifying primary evidence for the submitted three-component ligand-receptor composite.	FZD/LRP family, pathway, expression, database, co-mention and structurally related WNT complexes were not transferred to this exact pair.	PubMed and Europe PMC exact and expanded searches: official/historical aliases, Wingless/Int-1 and Wnt-5A/Wnt-7A nomenclature, mature/lipidated or processed ligand forms, FZD/Frizzled names, LRP5/6, receptor subunits and holoreceptors, co-receptors/heterodimers, species terms, binding, activation, adhesion, reconstitution, structure, receptor-dependent function, full-text primary papers and citation trails; reviews, LIANA/CellChat, pathway/database and structure leads were not transferred as exact-pair evidence. Expanded search verdict=no_evidence.
M20A-LIANA-REMAINING-0502	wnt7b fzd10_lrp5	Wnt7b Fzd10_lrp5	low_evidence	https://pubmed.ncbi.nlm.nih.gov/15923619/;https://pmc.ncbi.nlm.nih.gov/articles/PMC1140585/;https://doi.org/10.1128/MCB.25.12.5022-5030.2005	mouse lung/vascular biology and mouse/human engineered cell systems	direct cell-surface binding; LRP5-dependent canonical activation	The primary study showed Wnt7b binding to Fzd10 and cooperative canonical signaling when Fzd10 and LRP5 were coexpressed, with TOPFLASH and beta-catenin readouts.	The receptor-complex result is cell-context dependent and specifically supports LRP5, not the analogous LRP6 edge; full-length ternary stoichiometry was not purified.	Exact Wnt7b-Fzd10-LRP5 scope verified. Candidate audit verdict=approve_candidate.
M20A-LIANA-REMAINING-0503	wnt7b fzd10_lrp6	Wnt7b Fzd10_lrp6	manual_review	https://pubmed.ncbi.nlm.nih.gov/15923619/;https://europepmc.org/article/MED/15923619;https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt7b%22%20AND%20%22fzd10%22%20AND%20%22lrp6%22;https://europepmc.org/search?query=%22wnt7b%22%20AND%20%22fzd10%22%20AND%20%22lrp6%22	mouse/human cell systems	direct WNT-FZD binding;LRP paralog unresolved	Primary work supports WNT7B-FZD10 binding and canonical activity with LRP5, while the submitted LRP6 composite was not directly tested.	LRP5 versus LRP6, species/ortholog, or full-length receptor scope is unresolved; family similarity and pathway evidence were not promoted.	PubMed and Europe PMC exact and expanded searches: official/historical aliases, Wingless/Int-1 and Wnt-5A/Wnt-7A nomenclature, mature/lipidated or processed ligand forms, FZD/Frizzled names, LRP5/6, receptor subunits and holoreceptors, co-receptors/heterodimers, species terms, binding, activation, adhesion, reconstitution, structure, receptor-dependent function, full-text primary papers and citation trails; reviews, LIANA/CellChat, pathway/database and structure leads were not transferred as exact-pair evidence. Expanded search verdict=needs_manual_review.
M20A-LIANA-REMAINING-0504	wnt7b fzd1_lrp5	Wnt7b Fzd1_lrp5	low_evidence	https://pubmed.ncbi.nlm.nih.gov/15923619/;https://pmc.ncbi.nlm.nih.gov/articles/PMC1140585/;https://doi.org/10.1128/MCB.25.12.5022-5030.2005	mouse lung/vascular biology and mouse/human engineered cell systems	direct cell-surface binding; LRP5-dependent canonical activation	The primary study showed Wnt7b binding to Fzd1 and cooperative canonical signaling when Fzd1 and LRP5 were coexpressed, with TOPFLASH and beta-catenin readouts.	The receptor-complex result is cell-context dependent and specifically supports LRP5, not the analogous LRP6 edge; full-length ternary stoichiometry was not purified.	Exact Wnt7b-Fzd1-LRP5 scope verified. Candidate audit verdict=approve_candidate.
M20A-LIANA-REMAINING-0505	wnt7b fzd1_lrp6	Wnt7b Fzd1_lrp6	manual_review	https://pubmed.ncbi.nlm.nih.gov/15923619/;https://europepmc.org/article/MED/15923619;https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt7b%22%20AND%20%22fzd1%22%20AND%20%22lrp6%22;https://europepmc.org/search?query=%22wnt7b%22%20AND%20%22fzd1%22%20AND%20%22lrp6%22	mouse/human cell systems	direct WNT-FZD binding;LRP paralog unresolved	Primary work supports WNT7B-FZD1 binding and canonical activity with LRP5, while the submitted LRP6 composite was not directly tested.	LRP5 versus LRP6, species/ortholog, or full-length receptor scope is unresolved; family similarity and pathway evidence were not promoted.	PubMed and Europe PMC exact and expanded searches: official/historical aliases, Wingless/Int-1 and Wnt-5A/Wnt-7A nomenclature, mature/lipidated or processed ligand forms, FZD/Frizzled names, LRP5/6, receptor subunits and holoreceptors, co-receptors/heterodimers, species terms, binding, activation, adhesion, reconstitution, structure, receptor-dependent function, full-text primary papers and citation trails; reviews, LIANA/CellChat, pathway/database and structure leads were not transferred as exact-pair evidence. Expanded search verdict=needs_manual_review.
