edge_id	source_entity	relation_type	target_entity	pathway_name	effect_polarity	directionality	upstream_feature_context	receptor_or_adhesion_context	cell_type_context	compartment_context	species_context	injury_context	evidence_layer	evidence_status	context_scope	confidence_tier	export_priority	curator_decision
M23A-E1137	SPARC	activates	TLR4-TBK1-IRF3 proximal relay	SPARC-TLR4 macrophage interferon and inflammatory signaling	activating	directed	matricellular SPARC	TLR4 loss-of-function and TBK1/IRF3 phosphorylation context	murine M2-polarized BMDMs and RAW 264.7 macrophages	surface-to-cytoplasmic innate-immune signaling compartment	mouse; recombinant	non-SCI aging/obesity macrophage comparator with SCI extracellular-proteome context	receptor_proximal_relay	reviewed_supported	SPARC increased TBK1 and IRF3 phosphorylation, and Tlr4 ablation or TAK-242 treatment blocked the response; no traumatic SCI transfer is asserted	high	P1	RETAIN_AS_SPARC_TLR4_TBK1_IRF3_RELAY
M23A-E1138	SPARC	activates	TLR4-IFN-beta-IFNAR-STAT1 relay	SPARC-TLR4 macrophage interferon and inflammatory signaling	activating	directed	matricellular SPARC	TLR4-to-IFN-beta autocrine/paracrine and IFNAR loss-of-function context	murine M2-polarized BMDMs and RAW 264.7 macrophages	innate-immune cytokine-to-transcriptional signaling compartment	mouse; recombinant	non-SCI aging/obesity macrophage comparator with SCI extracellular-proteome context	receptor_proximal_relay	reviewed_supported	SPARC increased secreted IFN-beta and STAT1 activation; Tlr4 and Ifnar perturbations separated upstream receptor dependence from the IFNAR relay, without assigning MyD88 involvement	high	P1	RETAIN_AS_SPARC_IFNB_IFNAR_STAT1_RELAY_WITH_MYD88_LIMIT
M23A-E1139	SPARC	promotes	IRF3/IRF7-dependent macrophage interferon-stimulated gene and pro-inflammatory output	SPARC-TLR4 macrophage interferon and inflammatory signaling	promoting	directed	matricellular SPARC	IRF3/IRF7-dependent ISG and cytokine-output context	murine M2-polarized BMDMs, RAW 264.7 macrophages, and adipose macrophage models	extra-cellular inflammatory and interferon-effector compartment	mouse; human comparator; recombinant	non-SCI aging/obesity macrophage comparator with SCI extracellular-proteome context	downstream_pathway_or_cellular_function	reviewed_supported	SPARC converted anti-inflammatory macrophages toward a pro-inflammatory/ISG state, with measured Il1b, Tnf, Il6, IRF3/IRF7, and ISG responses; no SCI functional transfer or universal cell-state effect is asserted	high	P2	RETAIN_AS_SPARC_MACROPHAGE_ISG_INFLAMMATORY_OUTPUT
M23A-E1140	LGALS3/galectin-3	binds	TLR4 and PDGFRB+ fibroblast scar system	Galectin-3 TLR4 neuroinflammation and SCI fibrotic-scar signaling	activating	directed	macrophage-derived extracellular galectin-3	Gal3-TLR4 ligand interaction and microglial activation context	primary microglia and murine neuroinflammatory comparator models	extra-cellular-to-cell-surface innate-immune receptor compartment	mouse; human comparator; recombinant	non-SCI neuroinflammation comparator with SCI context	ligand_receptor_binding	reviewed_supported	Microglia-released Gal3 acts as an endogenous paracrine TLR4 ligand and Gal3-TLR4 interaction was confirmed in neuroinflammatory comparator models; no SCI-specific receptor-complex experiment is asserted	high	P1	RETAIN_AS_GAL3_TLR4_LIGAND_WITH_DOMAIN_LIMIT
M23A-E1141	LGALS3/galectin-3	activates	TLR4-dependent microglial activation relay	Galectin-3 TLR4 neuroinflammation and SCI fibrotic-scar signaling	activating	directed	macrophage-derived extracellular galectin-3	TLR4-dependent microglial activation and depletion/interaction context	primary microglia and murine neuroinflammatory comparator models	surface-to-cytoplasmic innate-immune signaling compartment	mouse; human comparator; recombinant	non-SCI neuroinflammation comparator	receptor_proximal_relay	reviewed_supported	Gal3-TLR4 interaction and depletion/activation studies support a comparator-specific microglial activation relay; no untested adaptor branch or traumatic SCI relay transfer is asserted	high	P1	RETAIN_AS_GAL3_TLR4_MICROGLIAL_ACTIVATION_WITH_COMPARATOR_LIMIT
M23A-E1142	LGALS3/galectin-3	promotes	ROS/TXNIP/NLRP3/IL-1beta neuroinflammatory output	Galectin-3 TLR4 neuroinflammation and SCI fibrotic-scar signaling	promoting	directed	galectin-3 expression/inhibition context	ROS/TXNIP/NLRP3 and IL-1beta inflammatory output context	Sprague-Dawley rat SCI tissue and LPS-induced PC12 cell model	extra-cellular oxidative-stress and inflammasome effector compartment	rat; recombinant	rat SCI and in-vitro inflammatory comparator	downstream_pathway_or_cellular_function	reviewed_supported	Gal3 inhibition in rat SCI and pathway perturbations in the in-vitro model support ROS/TXNIP/NLRP3 activation and IL-1beta inflammatory output; no TLR4-to-NLRP3 ordering is asserted	high	P2	RETAIN_AS_GAL3_SCI_NLRP3_OUTPUT_WITH_ORDERING_LIMIT
M23A-E1143	LGALS3/galectin-3	promotes	macrophage-derived Gal3/PDGFRbeta+ fibroblast fibrotic-scar and recovery output	Galectin-3 TLR4 neuroinflammation and SCI fibrotic-scar signaling	promoting	directed	macrophage-derived galectin-3	Gal3 internalization and PDGFRbeta+ fibroblast scar context	mouse T10 SCI, Gal3+ macrophages, PDGFRbeta+ fibroblasts, and conditioned-medium internalization model	extra-cellular fibroblast-scar and tissue-repair compartment	mouse; recombinant	traumatic mouse SCI function study	downstream_pathway_or_cellular_function	reviewed_supported	Gal3 inhibition or knockdown reduced PDGFRbeta+ fibrotic scar and improved axonal/locomotor outcomes, while Gal3 was internalized by PDGFRbeta+ fibroblasts; TLR4 mediation is not established	high	P2	RETAIN_AS_GAL3_SCI_FIBROTIC_SCAR_FUNCTION_WITHOUT_TLR4_TRANSFER
M23A-E1144	HMGB1/high-mobility group box 1	binds	TLR4-MD2 complex	HMGB1-TLR4 danger-signal signaling after SCI	binding	directed	extracellular HMGB1 redox and complex context	TLR4-MD2 receptor complex	RAW264.7 macrophages, TLR4/MD2 binding assays, and HEK293 receptor-expression systems	extra-cellular receptor-ligand compartment	mouse; human; recombinant	non-SCI macrophage and receptor-expression comparator	ligand_receptor_binding	reviewed_supported	Direct FRET/co-immunoprecipitation and SPR studies support HMGB1 association with TLR4 and binding to TLR4/MD2; redox state, endotoxin control, and assay-specific complex requirements remain explicit	high	P1	RETAIN_AS_HMGB1_TLR4_MD2_DIRECT_BINDING_WITH_REDOX_CONTEXT_LIMIT
M23A-E1145	HMGB1/high-mobility group box 1	activates	TLR4-NF-kappaB/MAPK inflammatory relay	HMGB1-TLR4 danger-signal signaling after SCI	activating	directed	extracellular HMGB1 danger-signal context	TLR4-dependent NF-kappaB/MAPK inflammatory relay	primary human macrophages, RAW264.7 macrophages, astrocyte models, and rat SCI tissue	extra-cellular receptor-proximal inflammatory compartment	human; mouse; rat; recombinant	non-SCI receptor/cell comparators and rat SCI	receptor_proximal_relay	reviewed_supported	TLR4 neutralization, receptor-expression, and SCI expression/correlation studies support a TLR4-linked NF-kappaB/MAPK inflammatory relay; TLR2 and RAGE usage is context-dependent and no universal adaptor ordering is asserted	high	P1	RETAIN_AS_HMGB1_TLR4_INFLAMMATORY_RELAY_WITH_RECEPTOR_CONTEXT_LIMIT
M23A-E1146	HMGB1/high-mobility group box 1	promotes	astrocytic CCL5 and microglia/macrophage recruitment/M1 output	HMGB1-TLR4 danger-signal signaling after SCI	promoting	directed	SCI-induced HMGB1 release and reactive astrocyte context	astrocytic MAPK/NF-kappaB chemokine output and myeloid recruitment	mouse and rat SCI astrocyte, microglia, and macrophage models	extra-cellular astrocyte-to-myeloid inflammatory compartment	mouse; rat; recombinant	traumatic SCI and primary glial inflammatory models	downstream_pathway_or_cellular_function	reviewed_supported	HMGB1 neutralization reduces astrocytic CCL5, while CCL5 is linked to microglia/macrophage accumulation and M1 output after SCI; the study does not establish a single obligatory TLR4-only route	high	P2	RETAIN_AS_HMGB1_SCI_ASTROCYTE_CCL5_MYeloid_RECRUITMENT_OUTPUT
M23A-E1147	HMGB1/high-mobility group box 1	promotes	SCI pro-inflammatory cytokine and microglial NF-kappaB output	HMGB1-TLR4 danger-signal signaling after SCI	promoting	directed	injury-induced HMGB1 release	HMGB1-associated cytokine and microglial inflammatory output	rat SCI tissue, spinal-neuron conditioned medium, BV2 microglia, and rat in-vitro SCI models	extra-cellular neuroinflammatory effector compartment	rat; mouse; recombinant	acute rat SCI and in-vitro neural/microglial injury models	downstream_pathway_or_cellular_function	reviewed_supported	HMGB1 rises early after rat SCI and blockade reduces inflammatory cytokines and microglial NF-kappaB; the miR-34a/TLR4 study supports pathway involvement but does not prove that every output is TLR4-exclusive	high	P2	RETAIN_AS_HMGB1_SCI_INFLAMMATORY_OUTPUT_WITH_TLR4_ORDERING_LIMIT
M23A-E1148	HMGB1/high-mobility group box 1	promotes	secondary-injury and hindlimb motor-function deficit/recovery output	HMGB1-TLR4 danger-signal signaling after SCI	promoting	directed	injury-induced extracellular HMGB1	secondary tissue injury and locomotor recovery context	rat SCI animals and human SCI biomarker/function context	extra-cellular secondary-injury and tissue-function compartment	rat; human; recombinant	acute and chronic traumatic SCI with anti-HMGB1 intervention studies	downstream_pathway_or_cellular_function	reviewed_supported	Anti-HMGB1 interventions reduce inflammatory injury and improve hindlimb motor recovery in preclinical SCI, while human SCI studies show systemic HMGB1 elevation; human biomarker evidence is not treated as causal	high	P2	RETAIN_AS_HMGB1_SCI_FUNCTION_WITH_HUMAN_BIOMARKER_LIMIT
M23A-E1149	S100A8/A9 calprotectin dimer	binds	TLR4-MD2 complex	S100A8/A9 TLR4 alarmin and SCI myeloid signaling	binding	directed	extracellular S100A8/A9 dimer with calcium/zinc context	TLR4-MD2 receptor complex	purified human S100A9 and S100A8/A9, TLR4/MD2 binding systems, and receptor-expression cells	extra-cellular receptor-ligand compartment	human; mouse; recombinant	non-SCI phagocyte and receptor-expression comparator	ligand_receptor_binding	reviewed_supported	Primary SPR, ELISA, immunoprecipitation, and receptor-expression studies support dimeric S100A8/A9 interaction with TLR4-MD2; calcium/zinc and dimer-versus-tetramer state remain required context	high	P1	RETAIN_AS_S100A8_A9_TLR4_MD2_DIMER_BINDING
M23A-E1150	S100A8/A9 calprotectin dimer	activates	TLR4-MyD88-IRAK-1/NF-kappaB/MAPK inflammatory relay	S100A8/A9 TLR4 alarmin and SCI myeloid signaling	activating	directed	TLR4-MD2-CD14 engagement by active S100A8/A9 dimer	TLR4-MyD88-IRAK-1/NF-kappaB/MAPK relay	human monocytes/phagocytes, HEK293 receptor-expression systems, and murine inflammatory models	cell-surface receptor-proximal inflammatory compartment	human; mouse; recombinant	non-SCI phagocyte and inflammatory comparator	receptor_proximal_relay	reviewed_supported	TLR4 blockade or loss and receptor-expression studies support MyD88/IRAK-1, NF-kappaB, and MAPK activation by active S100A8/A9 dimers; tetrameric complexes are not treated as equivalent	high	P1	RETAIN_AS_S100A8_A9_TLR4_PROXIMAL_RELAY_WITH_STATE_LIMIT
M23A-E1151	S100A8/A9 calprotectin dimer	promotes	TNF/IL-8 and pro-inflammatory phagocyte output	S100A8/A9 TLR4 alarmin and SCI myeloid signaling	promoting	directed	active S100A8/A9 dimer stimulation	TNF/IL-8 and broad pro-inflammatory phagocyte program	human monocytes and phagocytes, human/mouse receptor-expression systems, and mouse inflammatory models	extra-cellular myeloid effector compartment	human; mouse; recombinant	non-SCI phagocyte and inflammatory comparator	downstream_pathway_or_cellular_function	reviewed_supported	Active S100A8 or S100A9 dimers induce TNF/IL-8 and related pro-inflammatory gene output in TLR4-dependent phagocyte assays; heterotetramer inactivity and preparation-specificity are retained	high	P2	RETAIN_AS_S100A8_A9_PHAGOCYTE_INFLAMMATORY_OUTPUT_WITH_DIMER_LIMIT
M23A-E1152	S100A8/A9 calprotectin dimer	associated_with	S100A8/A9-associated myeloid inflammatory program in injured spinal cord	S100A8/A9 TLR4 alarmin and SCI myeloid signaling	associated	directed	injury-associated S100A8/A9 expression in myeloid cells	injured-spinal-cord myeloid and inflammatory transcript/protein context	mouse spinal-cord injury tissue and rat spinal-cord inflammatory transcriptomic context	injured-spinal-cord extracellular/myeloid context	mouse; rat	traumatic SCI and spinal inflammatory comparator	downstream_pathway_or_cellular_function	reviewed_supported	SCI transcriptomic and proteomic studies report S100a8/S100a9 enrichment in injured spinal cord and association with arriving myeloid cells; this is observational context, not receptor-causal function	medium	P2	RETAIN_AS_S100A8_A9_SCI_MYELOID_CONTEXT_WITHOUT_CAUSALITY
M23A-E1153	extracellular histone H3/H4	binds	TLR4-MD2 complex	extracellular histone danger-signal and axon-growth inhibition after SCI	binding	directed	extracellular histone H4 preparation	TLR4-MD2 receptor complex	purified histone H4, recombinant TLR4/MD2, and renal sterile-injury models	extra-cellular receptor-ligand compartment	human; mouse; recombinant	non-SCI sterile-injury comparator	ligand_receptor_binding	reviewed_supported	Histone H4 directly interacts with TLR4/MD2 in quantitative binding assays and histone preparations activate TLR4-associated inflammatory signaling in sterile-injury models; SCI receptor usage is not transferred	high	P1	RETAIN_AS_HISTONE_H4_TLR4_MD2_COMPARATOR_BINDING
M23A-E1154	extracellular histone H3/H4	activates	TLR2-YB-1 retrograde inhibitory relay	extracellular histone danger-signal and axon-growth inhibition after SCI	activating	directed	extracellular histone exposure in injured-neuron cultures	TLR2 and phosphorylated YB-1 relay	mouse/rat cortical and dorsal-root-ganglion neurons, mixed neuronal cultures, and microfluidic neurite systems	cell-surface-to-cytoplasmic axon-growth compartment	mouse; rat; recombinant	SCI-associated neuronal and axon-growth models	receptor_proximal_relay	reviewed_supported	SCI histone exposure induces YB-1 phosphorylation and TLR2 knockdown partially protects neurite outgrowth; TLR4 knockdown did not reproduce the observed protection in the reported assay	high	P1	RETAIN_AS_HISTONE_SCI_TLR2_YB1_RELAY_WITH_TLR4_SEPARATION
M23A-E1155	extracellular histone H3/H4	inhibits	neurite outgrowth and axon regeneration	extracellular histone danger-signal and axon-growth inhibition after SCI	inhibitory	directed	extracellular histone H3 accumulation after CNS injury	TLR2/YB-1-associated axon-growth inhibitory context	human SCI CSF, mouse dorsal-column lesions, rat primary neurons, and rat optic-nerve injury models	extra-cellular neuronal growth-cone compartment	human; mouse; rat; recombinant	acute human and experimental CNS injury models	downstream_pathway_or_cellular_function	reviewed_supported	Extracellular histone H3 is elevated after SCI and histone exposure causes growth-cone collapse and neurite inhibition; activated protein C reverses the effect in vitro and promotes optic-nerve regeneration in vivo	high	P2	RETAIN_AS_HISTONE_SCI_NEURITE_INHIBITION
M23A-E1156	extracellular histone H3/H4	associated_with	extracellular histone H3 accumulation in injured CNS	extra-cellular histone danger-signal and axon-growth inhibition after SCI	associated	directed	CNS injury-associated extracellular histone release	histone H3 in CSF and lesion extracellular space	human SCI CSF, mouse dorsal-column lesions, and rat optic-nerve injury sites	extra-cellular injured-CNS compartment	human; mouse; rat	traumatic SCI and experimental CNS injury	downstream_pathway_or_cellular_function	reviewed_supported	Histone H3 was detected in human SCI CSF and at injured mouse/rat CNS sites; this is an accumulation/context edge and is not itself a causal receptor or functional claim	medium	P2	RETAIN_AS_HISTONE_SCI_ACCUMULATION_CONTEXT_WITHOUT_CAUSALITY
M23A-E1161	TNR/tenascin-R FBG domain	binds	TLR4	TNR FBG-TLR4 sterile inflammatory signaling	engagement	directed	FBG domain of tenascin-R	TLR4 extracellular domain	THP1 NF-kB reporter; primary human macrophages; recombinant receptor-binding systems	extra-cellular and cell-surface innate-immune signaling compartment	human; recombinant	non-SCI sterile-inflammation comparator	ligand_receptor_binding	reviewed_supported	review-led exact FBG-R/TLR4 comparator; no traumatic SCI transfer	high	P1	RETAIN_AS_TNR_FBG_TLR4_DIRECT_EDGE
M23A-E1162	TNR/tenascin-R FBG domain	activates	TLR4-NF-kB relay	TNR FBG-TLR4 sterile inflammatory signaling	activating	directed	FBG-R engagement by tenascin-R	TLR4-dependent NF-kB signaling	THP1 NF-kB reporter and primary human macrophages	surface-to-cytoplasmic innate-immune signaling compartment	human; recombinant	non-SCI sterile-inflammation comparator	receptor_proximal_relay	reviewed_supported	review-led primary TLR4 inhibition and FBG-R activity evidence support the proximal relay; no SCI transfer or universal adaptor order	high	P1	RETAIN_AS_TNR_TLR4_NFKB_PROXIMAL_RELAY
