candidate_id	candidate_class	upstream_feature_or_ligand	receptor_or_adhesion_system	receptor_proximal_relay	downstream_tf_or_program	layer1_status	layer2_status	layer3_status	species_posture	SCI_context_posture	status	next_gap
M23A-Q1121	review_led_primary_candidate	EFNA1	EPHA8	EFNA1-EPHA8 receptor-proximal binding and tyrosine-phosphorylation activation	No downstream cellular program, native neural tissue, or traumatic-SCI transfer is asserted	reviewed_supported	reviewed_supported	not_assessed	human; mouse; recombinant	Primary ephrin-A1-Fc binding and EphA8/EphA8-TrkB tyrosine-phosphorylation assays in NIH3T3 fibroblasts	REVIEWED_SUPPORTED_WITH_LAYER_BOUNDARY	Exact binding and receptor-proximal activation are supported in a heterologous fibroblast system, while downstream function, native neural context, and traumatic-SCI transfer remain unresolved.
M23A-Q1122	review_led_primary_candidate	EFNA2	EPHA5	EFNA2-EPHA5-associated retinal axon repulsion and dLGN mapping	No receptor-exclusive causal assignment, downstream intracellular relay, or traumatic-SCI transfer is asserted	reviewed_supported	reviewed_supported	not_assessed	mouse; mammalian	Primary mouse retinogeniculate EphA5/ephrin-A2 binding context, retinal axon repulsion, and in-vivo dLGN mapping comparisons	REVIEWED_SUPPORTED_WITH_LAYER_BOUNDARY	EphA5-associated binding and retinal axon-guidance function are supported in a mouse visual-system comparator, while receptor-exclusive causality, complete relay, and traumatic-SCI transfer remain unresolved.
M23A-Q1123	review_led_primary_candidate	EFNA2	EPHA8	EFNA2-EPHA8 historical-alias binding and receptor tyrosine-phosphorylation activation	No downstream cellular program, native neural transfer, or traumatic-SCI transfer is asserted; historical Eek/Elf-1 nomenclature remains explicit	reviewed_supported	reviewed_supported	not_assessed	mouse; recombinant	Primary mouse-brain GPI-linked ligand Fc chimera binding and Eek/EphA8/Eek-TrkB activation assays in NIH3T3 cells	REVIEWED_SUPPORTED_WITH_LAYER_BOUNDARY	Existing EFNA2-EPHA8 binding/activation is promoted with direct primary support, while historical alias resolution, downstream function, native neural context, and traumatic-SCI transfer remain bounded.
M23A-Q1124	review_led_primary_candidate	VTN	ITGAV:ITGB8 (alphaVbeta8)	VTN-alphaVbeta8 direct ligand binding	No adhesion-promoting function, downstream relay, neural context, or traumatic-SCI transfer is asserted from the direct-binding study	reviewed_supported	not_assessed	not_assessed	human; recombinant	Primary secreted and intact alphaVbeta8 affinity-chromatography binding to vitronectin; no adhesion promotion by intact alphaVbeta8 in tested substrate assay	REVIEWED_SUPPORTED_WITH_LAYER_BOUNDARY	Direct VTN-alphaVbeta8 binding is supported at the exact heterodimer, while beta8-cytoplasmic adhesion signaling, downstream relay, neural context, and traumatic-SCI transfer remain unresolved.
M23A-Q1125	review_led_primary_candidate	Sema4A	Plexin-B2	Sema4A-Plexin-B2 CD8+ T-cell receptor assignment and mTORC1 activation context	No purified binary affinity, complete Rho-family or mTOR relay, native neural context, or traumatic-SCI transfer is asserted	reviewed_supported	not_assessed	not_assessed	mouse; recombinant	Primary activated mouse CD8+ T-cell Sema4A-Fc surface binding, Plexin-B2 blockade, and Plexin-B2 knockdown assays	REVIEWED_SUPPORTED_WITH_LAYER_BOUNDARY	Plexin-B2 receptor assignment is supported at activated-cell surface and perturbation resolution, while purified binary affinity, complete relay, and SCI transfer remain unresolved.
M23A-Q1126	review_led_primary_candidate	EFNA2	EPHA5	EFNA2-EPHA5 cell-associated binding and retinal guidance branch	No purified affinity, complete intracellular relay, receptor-exclusive guidance causality, or traumatic-SCI transfer is asserted	reviewed_supported	not_assessed	not_assessed	mouse; chick; recombinant	Primary EphA5-AP affinity-probe binding to ephrin-A2-expressing fibroblasts and ephrin-A2-associated retinal axon repulsion/guidance assays	REVIEWED_SUPPORTED_WITH_LAYER_BOUNDARY	Cell-associated EphA5-AP binding and associated retinal guidance are supported, while purified affinity, receptor-exclusive causality, complete relay, and SCI transfer remain unresolved.
M23A-Q1127	review_led_primary_candidate	EFNA1	EPHA5	EFNA1-EPHA5 direct binding and receptor-proximal activation branch	No purified monovalent affinity, complete intracellular relay, native neural context, or traumatic-SCI transfer is asserted	reviewed_supported	reviewed_supported	not_assessed	human; mouse; recombinant	Primary all-pair ephrin-A1-Fc/EphA5-Fc ELISA binding and independent ephrin-A1-fusion-induced EPHA5 phosphorylation assays	REVIEWED_SUPPORTED_WITH_LAYER_BOUNDARY	Exact direct binding and receptor-proximal activation are supported with Fc-avidity, EphA-class promiscuity, and non-SCI model boundaries; no purified monovalent affinity or complete relay is asserted.
M23A-Q1128	review_led_primary_candidate	EFNA1	EPHA8	EFNA1-EPHA8 binding and receptor-proximal activation branch	No purified monovalent affinity, downstream cellular program, native neural context, or traumatic-SCI transfer is asserted	reviewed_supported	reviewed_supported	not_assessed	mouse; human; recombinant	Primary ephrin-A1-Fc binding and EphA8/EphA8-TrkB tyrosine-phosphorylation activation assays in NIH3T3 fibroblasts	REVIEWED_SUPPORTED_WITH_LAYER_BOUNDARY	Exact binding and receptor-proximal activation are supported in a heterologous fibroblast comparator, while purified monovalent affinity, downstream function, native neural context, and SCI transfer remain unresolved.
M23A-Q1129	review_led_primary_candidate	EFNA2	EPHA2	EFNA2-EPHA2 bidirectional bone-remodeling function	No purified direct binding, complete ligand-to-effector ordering, or traumatic-SCI transfer is asserted; osteoclast and osteoblast branch directionality remains explicit	reviewed_unresolved	reviewed_supported	reviewed_supported	mouse	Primary mouse osteoclast-precursor, osteoblast co-culture, EphA2-deficient osteoblast, and bone-tissue assays	REVIEWED_SUPPORTED_WITH_LAYER_BOUNDARY	Functional EFNA2/EPHA2-associated osteoclast enhancement and EphA2-associated osteoblast suppression are supported in a mouse bone comparator, while direct binding and complete relay ordering remain unresolved.
M23A-Q1130	review_led_primary_candidate	EFNA1/EFNA2	EPHA6	EFNA1/EFNA2-EPHA6 direct-binding branch	No receptor-proximal activation, downstream program, or traumatic-SCI transfer is asserted; Fc avidity and comparative apparent K_D boundaries remain explicit	reviewed_supported	not_assessed	not_assessed	mouse; recombinant	Primary all-pair dimeric Fc-fusion ELISA: mEphrin-A1–mEphA6 apparent K_D 5.2 ± 1.1 nM; mEphrin-A2–mEphA6 apparent K_D 3.6 ± 0.74 nM	REVIEWED_SUPPORTED_WITH_LAYER_BOUNDARY	Exact mouse ligand-receptor binding is supported in a dimeric Fc-fusion assay, while receptor-proximal signaling, downstream function, and traumatic-SCI transfer remain unresolved.
M23A-Q1131	review_led_primary_candidate	EFNB1	EPHB6/EPHB1 heterocomplex	EFNB1-EPHB6 receptor-proximal transphosphorylation branch	No direct binary EFNB1-EPHB6 affinity, JNK/Rac1 relay, terminal program, native neural context, or traumatic-SCI transfer is asserted	reviewed_unresolved	reviewed_supported	not_assessed	species not resolved in abstract	Primary ephrin-B1 stimulation and EphB1/EphB6 receptor-complex phosphorylation/transphosphorylation assays	REVIEWED_SUPPORTED_WITH_LAYER_BOUNDARY	Receptor-proximal EFNB1-EPHB6 transphosphorylation is supported through an EphB1 heterocomplex, while direct binary affinity and downstream JNK/Rac1 function remain unresolved.
M23A-Q1132	review_led_primary_candidate	EFNB3	EPHB1	EphB1/ephrin-B3 inflammatory injury context	No purified direct binding, receptor-proximal phosphorylation relay, complete intracellular ordering, or traumatic-SCI transfer is asserted	reviewed_unresolved	reviewed_unresolved	reviewed_supported	mouse	Primary BALB/c mouse colon and enteric neuronal/glial assays with LPS exposure and stable ephrin-B3 overexpression	REVIEWED_SUPPORTED_WITH_LAYER_BOUNDARY	Ephrin-B3/EphB1-associated functional context and rescue of LPS-induced enteric injury are supported, while direct binding and complete relay ordering remain unresolved.
M23A-Q1133	review_led_primary_candidate	EFNA2	EPHA2	EFNA2-EPHA2 direct-binding branch	Weak apparent K_D >50 nM in dimeric Fc-fusion ELISA; no receptor-proximal activation, downstream program, or traumatic-SCI transfer is asserted	reviewed_supported	not_assessed	not_assessed	human; mouse comparator; recombinant	Primary all-pair dimeric Fc-fusion ELISA: mEphrin-A2–hEphA2 apparent K_D >50 nM	REVIEWED_SUPPORTED_WITH_LAYER_BOUNDARY	Weak exact-pair direct binding is supported, while Fc avidity, comparative apparent affinity, receptor-proximal signaling, downstream function, and traumatic-SCI transfer remain unresolved.
M23A-Q1134	review_led_primary_candidate	PLAU/uPA	PLAUR-uPAR-beta1 integrin complex	PLAU/uPA -> PLAUR/uPAR -> beta1 integrin complex relay	No free ITGB1 binding, terminal TF, or traumatic-SCI transfer is asserted	reviewed_supported	reviewed_supported	not_assessed	human; mouse comparator	Primary uPAR-beta1 complex association and uPA-dependent adhesion/migration perturbation studies	REVIEWED_SUPPORTED_WITH_LAYER_BOUNDARY	Complex-level uPAR-beta1 relay is supported at medium confidence, while purified direct uPA-beta1 binding, exact alpha partner, matrix dependence, complete ordering, and SCI transfer remain unresolved.
M23A-Q1135	review_led_primary_candidate	EFNA5/ephrin-A5	EPHA10/EPHA10s isoform-specific receptor-A10 complex	EFNA5/ephrin-A5 -> EphA10s-associated beta-catenin stability and breast-cancer invasion phenotype	E-cadherin/beta-catenin membrane complex, invasion, migration, and metastasis; no terminal TF transfer is asserted	reviewed_supported	reviewed_unresolved	reviewed_supported	human; mouse comparator	Primary EphA10s/ephrin-A5 co-IP, ephrin-A5 silencing, isoform perturbation, beta-catenin localization, migration/invasion, and xenograft assays	REVIEWED_SUPPORTED_WITH_LAYER_BOUNDARY	Isoform-specific association and downstream function are supported, while purified affinity, canonical full-length EPHA10 pseudokinase activation, complete relay ordering, possible EphA2 contribution, and SCI transfer remain unresolved.
M23A-Q1136	review_led_primary_candidate	COL15A1/COLXV	DDR1 / DDR1-Pyk2 signaling complex	COLXV–DDR1 cellular complex and Pyk2 suppression branch	COLXV-associated EMT/invasion suppression; no terminal TF transfer	reviewed_supported	reviewed_supported	reviewed_unresolved	human	Primary BxPC-3 and S2-013 pancreatic-adenocarcinoma cells with secreted COLXV, DDR1 co-IP/siRNA, COLI substrate, Pyk2/FAK, E-Cad/N-Cad, scatter and invasion assays	REVIEWED_SUPPORTED_WITH_LAYER_BOUNDARY	Cellular COLXV–DDR1 association and functional suppression of DDR1/Pyk2-dependent EMT/invasion are supported; direct COLXV–α2β1 binding and linear receptor ordering remain unresolved.
M23A-Q1137	review_led_primary_candidate	EGF	EGFR-Src-CAV1/Grb7	EGF -> EGFR/Src -> CAV1/Grb7 migration relay	No terminal TF; migration output and ligand-independent EGFR comparator retained	reviewed_supported	reviewed_supported	reviewed_supported	human; mouse comparator	Primary EGF/growth-factor and hypoxia/CAV1 perturbation studies with CAV1 Tyr14, Grb7, EGFR co-IP/dimerization/phosphorylation, and migration readouts	REVIEWED_SUPPORTED_WITH_LAYER_BOUNDARY	The scoped EGFR-Src-CAV1-Grb7 relay is supported at medium confidence; direct EGF-CAV1 binding, single-study linear ordering, and traumatic-SCI transfer remain unresolved.
M23A-Q1138	review_led_primary_candidate	HGF	beta1-integrin/ILK	HGF -> beta1-integrin/ILK -> epidermal reepithelialization and migration	No terminal TF; MET remains canonical HGF receptor	reviewed_supported	reviewed_supported	reviewed_supported	rat	Primary rat wound and epidermal-cell assays with HGF exposure/gene transfer, ILK silencing, beta1-integrin/c-met expression, and repair/migration readouts	REVIEWED_SUPPORTED_WITH_LAYER_BOUNDARY	HGF-associated beta1-integrin/ILK repair function is supported at medium confidence; direct HGF-ITGB1 binding, defined ligand-integrin complex, preliminary dedifferentiation interpretation, and traumatic-SCI transfer remain unresolved.
M23A-Q1139	review_led_primary_candidate	COL4A3/alpha3(IV) collagen	ITGA2:ITGB1 (alpha2beta1)	COL4A3 -> alpha2beta1-associated GBM maturation and renal fibrosis function	No terminal TF; broader collagen-IV binding comparator retained	reviewed_supported	reviewed_supported	reviewed_supported	mouse; human comparator	Primary COL4A3/ITGA2 knockout renal phenotyping plus broader collagen-IV/alpha2beta1 adhesion assays	REVIEWED_SUPPORTED_WITH_LAYER_BOUNDARY	The exact COL4A3/ITGA2 downstream renal-function context is supported at medium confidence; direct chain-specific binding, broader comparator scope, linear ordering, and traumatic-SCI transfer remain unresolved.
M23A-Q1140	review_led_primary_candidate	FN1	PLAUR/uPAR and beta1-integrin/CAV1/Src context	FN1 substrate -> uPAR-beta1-integrin/CAV1/Src adhesion and migration relay	No terminal TF; complex and functional context only	reviewed_supported	reviewed_supported	reviewed_supported	human	Primary uPAR-expressing HEK293 and human vascular smooth-muscle assays with caveolin depletion, uPAR-peptide disruption, Src/FAK, adhesion, and FN1 migration readouts	REVIEWED_SUPPORTED_WITH_LAYER_BOUNDARY	The FN1-uPAR-beta1-integrin-CAV1/Src relay is supported at medium confidence; purified FN1-PLAUR binding, alpha-partner specificity, linear ordering, and traumatic-SCI transfer remain unresolved.
M23A-Q1141	review_led_primary_candidate	COL15A1-associated matrix	ITGA2:ITGB1/DDR1/Pyk2	COL15A1-associated matrix -> alpha2beta1/DDR1/Pyk2 -> migration and EMT function	No terminal TF; broader matrix function only	reviewed_supported	reviewed_supported	reviewed_supported	human	Primary COLXV exposure/DDR1/Pyk2/EMT assays in pancreatic adenocarcinoma cells with collagen-I substrate and invasion/scatter readouts	REVIEWED_SUPPORTED_WITH_LAYER_BOUNDARY	The broader COL15A1-associated matrix function is supported at medium confidence; direct COL15A1-alpha2beta1 binding, linear receptor ordering, matrix specificity, and traumatic-SCI transfer remain unresolved.
