regulator_key	display_symbols	species_scopes	primary_role_category	role_subcategory	source_registries	source_versions	identity_catalogs	candidate_regulon_status	regulon_source_count	regulon_source_registries	regulon_target_count	pair_record_count	target_membership_scope	claimed_effect	target_cell_presence_status	downstream_activation_status	upstream_relay_status	module_route	module22b_eligibility	evidence_readiness	provenance_note
jmjd6	JMJD6	human	noncanonical_transcriptional_regulator	transcriptional_coregulator_or_complex	TFLink	TFLink_v1.0_snapshot		database_attributed_regulon_available	1	TFLink	11294	0	aggregated_set_and_or_pair_candidate	unknown	not_assessed	not_assessed	not_assessed	regulatory_machinery_candidate_program_review	not_strict_tf_candidate_sidecar_export_exclude	candidate_regulon_set_requires_exact_pair_and_cell_context_review	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: noncanonical_transcriptional_regulator.
kansl1	Kansl1	mouse	noncanonical_transcriptional_regulator	chromatin_modifier_or_reader	TFLink	TFLink_v1.0_snapshot		database_attributed_regulon_available	1	TFLink	4125	0	aggregated_set_and_or_pair_candidate	unknown	not_assessed	not_assessed	not_assessed	regulatory_machinery_candidate_program_review	not_strict_tf_candidate_sidecar_export_exclude	candidate_regulon_set_requires_exact_pair_and_cell_context_review	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: noncanonical_transcriptional_regulator.
kansl3	Kansl3	mouse	noncanonical_transcriptional_regulator	chromatin_modifier_or_reader	TFLink	TFLink_v1.0_snapshot		database_attributed_regulon_available	1	TFLink	4195	0	aggregated_set_and_or_pair_candidate	unknown	not_assessed	not_assessed	not_assessed	regulatory_machinery_candidate_program_review	not_strict_tf_candidate_sidecar_export_exclude	candidate_regulon_set_requires_exact_pair_and_cell_context_review	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: noncanonical_transcriptional_regulator.
kat2a	KAT2A;Kat2a	human;mouse	noncanonical_transcriptional_regulator	chromatin_modifier_or_reader;transcriptional_modifier_or_elongation_factor	TFLink	TFLink_v1.0_snapshot		database_attributed_regulon_available	2	TFLink	3813	0	aggregated_set_and_or_pair_candidate	unknown	not_assessed	not_assessed	not_assessed	regulatory_machinery_candidate_program_review	not_strict_tf_candidate_sidecar_export_exclude	candidate_regulon_set_requires_exact_pair_and_cell_context_review	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: noncanonical_transcriptional_regulator.
kat7	KAT7	human	noncanonical_transcriptional_regulator	chromatin_modifier_or_reader;transcriptional_modifier_or_elongation_factor	Lambert_HumanTFs;TFLink	Lambert_v1.01;TFLink_v1.0_snapshot	Lambert_HumanTFs	database_attributed_regulon_available	1	TFLink	7813	0	aggregated_set_and_or_pair_candidate	unknown	not_assessed	not_assessed	not_assessed	regulatory_machinery_candidate_program_review	not_strict_tf_candidate_sidecar_export_exclude	candidate_regulon_set_requires_exact_pair_and_cell_context_review	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: noncanonical_transcriptional_regulator.
kat8	KAT8;Kat8	human;mouse	noncanonical_transcriptional_regulator	chromatin_modifier_or_reader;transcriptional_modifier_or_elongation_factor	TFLink	TFLink_v1.0_snapshot		database_attributed_regulon_available	2	TFLink	14737	0	aggregated_set_and_or_pair_candidate	unknown	not_assessed	not_assessed	not_assessed	regulatory_machinery_candidate_program_review	not_strict_tf_candidate_sidecar_export_exclude	candidate_regulon_set_requires_exact_pair_and_cell_context_review	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: noncanonical_transcriptional_regulator.
kdm1a	KDM1A;Kdm1a	human;mouse	noncanonical_transcriptional_regulator	chromatin_modifier_or_reader	TFLink	TFLink_v1.0_snapshot		database_attributed_regulon_available	2	TFLink	30052	0	aggregated_set_and_or_pair_candidate	unknown	not_assessed	not_assessed	not_assessed	regulatory_machinery_candidate_program_review	not_strict_tf_candidate_sidecar_export_exclude	candidate_regulon_set_requires_exact_pair_and_cell_context_review	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: noncanonical_transcriptional_regulator.
kdm1b	KDM1B	human	noncanonical_transcriptional_regulator	chromatin_modifier_or_reader	TFLink	TFLink_v1.0_snapshot		database_attributed_regulon_available	1	TFLink	123	0	aggregated_set_and_or_pair_candidate	unknown	not_assessed	not_assessed	not_assessed	regulatory_machinery_candidate_program_review	not_strict_tf_candidate_sidecar_export_exclude	candidate_regulon_set_requires_exact_pair_and_cell_context_review	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: noncanonical_transcriptional_regulator.
kdm2b	KDM2B;Kdm2b	human;mouse	noncanonical_transcriptional_regulator	chromatin_modifier_or_reader	Lambert_HumanTFs;TFLink	Lambert_v1.01;TFLink_v1.0_snapshot	Lambert_HumanTFs	database_attributed_regulon_available	2	TFLink	26902	0	aggregated_set_and_or_pair_candidate	unknown	not_assessed	not_assessed	not_assessed	regulatory_machinery_candidate_program_review	not_strict_tf_candidate_sidecar_export_exclude	candidate_regulon_set_requires_exact_pair_and_cell_context_review	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: noncanonical_transcriptional_regulator.
kdm3a	KDM3A;Kdm3a	human;mouse	noncanonical_transcriptional_regulator	chromatin_modifier_or_reader	TFLink	TFLink_v1.0_snapshot		database_attributed_regulon_available	2	TFLink	10537	0	aggregated_set_and_or_pair_candidate	unknown	not_assessed	not_assessed	not_assessed	regulatory_machinery_candidate_program_review	not_strict_tf_candidate_sidecar_export_exclude	candidate_regulon_set_requires_exact_pair_and_cell_context_review	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: noncanonical_transcriptional_regulator.
kdm3b	KDM3B	human	noncanonical_transcriptional_regulator	chromatin_modifier_or_reader	TFLink	TFLink_v1.0_snapshot		database_attributed_regulon_available	1	TFLink	2925	0	aggregated_set_and_or_pair_candidate	unknown	not_assessed	not_assessed	not_assessed	regulatory_machinery_candidate_program_review	not_strict_tf_candidate_sidecar_export_exclude	candidate_regulon_set_requires_exact_pair_and_cell_context_review	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: noncanonical_transcriptional_regulator.
kdm4a	KDM4A;Kdm4a	human;mouse	noncanonical_transcriptional_regulator	chromatin_modifier_or_reader	TFLink	TFLink_v1.0_snapshot		database_attributed_regulon_available	2	TFLink	18195	0	aggregated_set_and_or_pair_candidate	unknown	not_assessed	not_assessed	not_assessed	regulatory_machinery_candidate_program_review	not_strict_tf_candidate_sidecar_export_exclude	candidate_regulon_set_requires_exact_pair_and_cell_context_review	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: noncanonical_transcriptional_regulator.
kdm4d	Kdm4d	mouse	noncanonical_transcriptional_regulator	chromatin_modifier_or_reader	TFLink	TFLink_v1.0_snapshot		database_attributed_regulon_available	1	TFLink	1	0	aggregated_set_and_or_pair_candidate	unknown	not_assessed	not_assessed	not_assessed	regulatory_machinery_candidate_program_review	not_strict_tf_candidate_sidecar_export_exclude	candidate_regulon_set_requires_exact_pair_and_cell_context_review	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: noncanonical_transcriptional_regulator.
kdm5a	KDM5A;Kdm5a	human;mouse	noncanonical_transcriptional_regulator	chromatin_modifier_or_reader	TFLink	TFLink_v1.0_snapshot		database_attributed_regulon_available	2	TFLink	16899	0	aggregated_set_and_or_pair_candidate	unknown	not_assessed	not_assessed	not_assessed	regulatory_machinery_candidate_program_review	not_strict_tf_candidate_sidecar_export_exclude	candidate_regulon_set_requires_exact_pair_and_cell_context_review	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: noncanonical_transcriptional_regulator.
kdm5c	KDM5C;Kdm5c	human;mouse	noncanonical_transcriptional_regulator	chromatin_modifier_or_reader	TFLink	TFLink_v1.0_snapshot		database_attributed_regulon_available	2	TFLink	9337	0	aggregated_set_and_or_pair_candidate	unknown	not_assessed	not_assessed	not_assessed	regulatory_machinery_candidate_program_review	not_strict_tf_candidate_sidecar_export_exclude	candidate_regulon_set_requires_exact_pair_and_cell_context_review	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: noncanonical_transcriptional_regulator.
kdm5d	KDM5D	human	noncanonical_transcriptional_regulator	chromatin_modifier_or_reader	TFLink	TFLink_v1.0_snapshot		database_attributed_regulon_available	1	TFLink	1693	0	aggregated_set_and_or_pair_candidate	unknown	not_assessed	not_assessed	not_assessed	regulatory_machinery_candidate_program_review	not_strict_tf_candidate_sidecar_export_exclude	candidate_regulon_set_requires_exact_pair_and_cell_context_review	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: noncanonical_transcriptional_regulator.
