regulator_key	display_symbols	species_scopes	source_registries	source_versions	identity_catalogs	original_triage_bucket	identity_source_count	catalog_profile_count	tflink_target_count	identifier_flags	primary_role_category	role_subcategory	role_screen_basis	classification_status	module_route	module22b_eligibility	evidence_readiness	sort_priority	provenance_note
zfp174	Zfp174	mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	manual_identity_review	1	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
zfp180	Zfp180	mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	manual_identity_review	1	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
zfp182	Zfp182	mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	manual_identity_review	1	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
zfp184	Zfp184	mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	manual_identity_review	1	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
zfp189	Zfp189	mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	manual_identity_review	1	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
zfp202	Zfp202	mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	manual_identity_review	1	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
zfp207	Zfp207	mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	manual_identity_review	1	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
zfp212	Zfp212	mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	manual_identity_review	1	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
zfp213	Zfp213	mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	manual_identity_review	1	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
zfp219	Zfp219	mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	manual_identity_review	1	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
zfp229	Zfp229	mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	manual_identity_review	1	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
zfp235	Zfp235	mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	manual_identity_review	1	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
zfp236	Zfp236	mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	manual_identity_review	1	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
zfp239	Zfp239	mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	manual_identity_review	1	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
zfp24	Zfp24	mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	manual_identity_review	1	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
zfp248	Zfp248	mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	manual_identity_review	1	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
