pair_key	pair_label_canonical	verdict	source_locators	species_support	support_kind	evidence_summary	limitations	search_notes
wnt2b fzd4_lrp6	Wnt2b Fzd4_lrp6	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt2b%22%20AND%20%22fzd4%20lrp6%22;https://europepmc.org/search?query=%22wnt2b%22%20AND%20%22fzd4%20lrp6%22	none established for exact submitted pair	none after expanded exact-pair search	Expanded PubMed and Europe PMC searches found no qualifying exact primary binding, reconstitution, structure, or receptor-dependent functional evidence for this submitted WNT-FZD/LRP combination.	WNT family, FZD/LRP family, pathway, expression, engineered surrogate, and noncognate WNT papers do not establish this exact ligand-holoreceptor pair.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=wnt2b fzd4_lrp6
wnt2b fzd5_lrp5	Wnt2b Fzd5_lrp5	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt2b%22%20AND%20%22fzd5%20lrp5%22;https://europepmc.org/search?query=%22wnt2b%22%20AND%20%22fzd5%20lrp5%22	none established for exact submitted pair	none after expanded exact-pair search	Expanded PubMed and Europe PMC searches found no qualifying exact primary binding, reconstitution, structure, or receptor-dependent functional evidence for this submitted WNT-FZD/LRP combination.	WNT family, FZD/LRP family, pathway, expression, engineered surrogate, and noncognate WNT papers do not establish this exact ligand-holoreceptor pair.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=wnt2b fzd5_lrp5
wnt2b fzd5_lrp6	Wnt2b Fzd5_lrp6	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt2b%22%20AND%20%22fzd5%20lrp6%22;https://europepmc.org/search?query=%22wnt2b%22%20AND%20%22fzd5%20lrp6%22	none established for exact submitted pair	none after expanded exact-pair search	Expanded PubMed and Europe PMC searches found no qualifying exact primary binding, reconstitution, structure, or receptor-dependent functional evidence for this submitted WNT-FZD/LRP combination.	WNT family, FZD/LRP family, pathway, expression, engineered surrogate, and noncognate WNT papers do not establish this exact ligand-holoreceptor pair.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=wnt2b fzd5_lrp6
wnt2b fzd6_lrp5	Wnt2b Fzd6_lrp5	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt2b%22%20AND%20%22fzd6%20lrp5%22;https://europepmc.org/search?query=%22wnt2b%22%20AND%20%22fzd6%20lrp5%22	none established for exact submitted pair	none after expanded exact-pair search	Expanded PubMed and Europe PMC searches found no qualifying exact primary binding, reconstitution, structure, or receptor-dependent functional evidence for this submitted WNT-FZD/LRP combination.	WNT family, FZD/LRP family, pathway, expression, engineered surrogate, and noncognate WNT papers do not establish this exact ligand-holoreceptor pair.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=wnt2b fzd6_lrp5
wnt2b fzd6_lrp6	Wnt2b Fzd6_lrp6	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt2b%22%20AND%20%22fzd6%20lrp6%22;https://europepmc.org/search?query=%22wnt2b%22%20AND%20%22fzd6%20lrp6%22	none established for exact submitted pair	none after expanded exact-pair search	Expanded PubMed and Europe PMC searches found no qualifying exact primary binding, reconstitution, structure, or receptor-dependent functional evidence for this submitted WNT-FZD/LRP combination.	WNT family, FZD/LRP family, pathway, expression, engineered surrogate, and noncognate WNT papers do not establish this exact ligand-holoreceptor pair.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=wnt2b fzd6_lrp6
wnt2b fzd7_lrp5	Wnt2b Fzd7_lrp5	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt2b%22%20AND%20%22fzd7%20lrp5%22;https://europepmc.org/search?query=%22wnt2b%22%20AND%20%22fzd7%20lrp5%22	none established for exact submitted pair	none after expanded exact-pair search	Expanded PubMed and Europe PMC searches found no qualifying exact primary binding, reconstitution, structure, or receptor-dependent functional evidence for this submitted WNT-FZD/LRP combination.	WNT family, FZD/LRP family, pathway, expression, engineered surrogate, and noncognate WNT papers do not establish this exact ligand-holoreceptor pair.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=wnt2b fzd7_lrp5
wnt2b fzd7_lrp6	Wnt2b Fzd7_lrp6	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt2b%22%20AND%20%22fzd7%20lrp6%22;https://europepmc.org/search?query=%22wnt2b%22%20AND%20%22fzd7%20lrp6%22	none established for exact submitted pair	none after expanded exact-pair search	Expanded PubMed and Europe PMC searches found no qualifying exact primary binding, reconstitution, structure, or receptor-dependent functional evidence for this submitted WNT-FZD/LRP combination.	WNT family, FZD/LRP family, pathway, expression, engineered surrogate, and noncognate WNT papers do not establish this exact ligand-holoreceptor pair.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=wnt2b fzd7_lrp6
wnt2b fzd8_lrp5	Wnt2b Fzd8_lrp5	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt2b%22%20AND%20%22fzd8%20lrp5%22;https://europepmc.org/search?query=%22wnt2b%22%20AND%20%22fzd8%20lrp5%22	none established for exact submitted pair	none after expanded exact-pair search	Expanded PubMed and Europe PMC searches found no qualifying exact primary binding, reconstitution, structure, or receptor-dependent functional evidence for this submitted WNT-FZD/LRP combination.	WNT family, FZD/LRP family, pathway, expression, engineered surrogate, and noncognate WNT papers do not establish this exact ligand-holoreceptor pair.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=wnt2b fzd8_lrp5
wnt2b fzd8_lrp6	Wnt2b Fzd8_lrp6	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt2b%22%20AND%20%22fzd8%20lrp6%22;https://europepmc.org/search?query=%22wnt2b%22%20AND%20%22fzd8%20lrp6%22	none established for exact submitted pair	none after expanded exact-pair search	Expanded PubMed and Europe PMC searches found no qualifying exact primary binding, reconstitution, structure, or receptor-dependent functional evidence for this submitted WNT-FZD/LRP combination.	WNT family, FZD/LRP family, pathway, expression, engineered surrogate, and noncognate WNT papers do not establish this exact ligand-holoreceptor pair.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=wnt2b fzd8_lrp6
wnt2b fzd9_lrp5	Wnt2b Fzd9_lrp5	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt2b%22%20AND%20%22fzd9%20lrp5%22;https://europepmc.org/search?query=%22wnt2b%22%20AND%20%22fzd9%20lrp5%22	none established for exact submitted pair	none after expanded exact-pair search	Expanded PubMed and Europe PMC searches found no qualifying exact primary binding, reconstitution, structure, or receptor-dependent functional evidence for this submitted WNT-FZD/LRP combination.	WNT family, FZD/LRP family, pathway, expression, engineered surrogate, and noncognate WNT papers do not establish this exact ligand-holoreceptor pair.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=wnt2b fzd9_lrp5
