paper_identifier	identifier_type	identifier_value	canonical_url	metadata_status	title	authors	publication_year	journal	source_lanes	source_registers	source_record_count	source_record_ids	source_edge_ids	source_evidence_ids	source_handoff_ids	confidence_tiers	evidence_layers	sci_context_phrase_present	notes
PMID:25089665	PMID	25089665	https://pubmed.ncbi.nlm.nih.gov/25089665/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-006582;module22b_evidence_register:M22B-EVID-008738	M22B-E006409;M22B-E008565	M22B-EVID-006582;M22B-EVID-008738		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:25098295	PMID	25098295	https://pubmed.ncbi.nlm.nih.gov/25098295/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-010326	M22B-E010153	M22B-EVID-010326		high	ligand_receptor_or_direct_molecular	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:25100862	PMID	25100862	https://pubmed.ncbi.nlm.nih.gov/25100862/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-010473	M22B-E010301	M22B-EVID-010473		high	ligand_receptor_or_direct_molecular	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:25101494	PMID	25101494	https://pubmed.ncbi.nlm.nih.gov/25101494/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-010656	M22B-E010553;M22B-E010554	M22B-EVID-010656		high	ligand_receptor_or_direct_molecular	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:25109685	PMID	25109685	https://pubmed.ncbi.nlm.nih.gov/25109685/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-001901	M22B-E003909	M22B-EVID-001901			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:25118328	PMID	25118328	https://pubmed.ncbi.nlm.nih.gov/25118328/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	6	module22b_evidence_register:M22B-EVID-000563;module22b_evidence_register:M22B-EVID-000564;module22b_evidence_register:M22B-EVID-000565;module22b_evidence_register:M22B-EVID-000566;module22b_evidence_register:M22B-EVID-000567;module22b_evidence_register:M22B-EVID-000568	M22B-E001156;M22B-E001168;M22B-E001180;M22B-E001192;M22B-E001204;M22B-E001216	M22B-EVID-000563;M22B-EVID-000564;M22B-EVID-000565;M22B-EVID-000566;M22B-EVID-000567;M22B-EVID-000568			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:25121502	PMID	25121502	https://pubmed.ncbi.nlm.nih.gov/25121502/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-007938;module22b_evidence_register:M22B-EVID-009383	M22B-E007765;M22B-E009210	M22B-EVID-007938;M22B-EVID-009383		medium-high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:25123307	PMID	25123307	https://pubmed.ncbi.nlm.nih.gov/25123307/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-002372	M22B-E003231	M22B-EVID-002372			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:2512642	PMID	2512642	https://pubmed.ncbi.nlm.nih.gov/2512642/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	4	module22b_evidence_register:M22B-EVID-006375;module22b_evidence_register:M22B-EVID-006727;module22b_evidence_register:M22B-EVID-008523;module22b_evidence_register:M22B-EVID-008883	M22B-E006202;M22B-E006554;M22B-E008350;M22B-E008710	M22B-EVID-006375;M22B-EVID-006727;M22B-EVID-008523;M22B-EVID-008883		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:25129543	PMID	25129543	https://pubmed.ncbi.nlm.nih.gov/25129543/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-008280	M22B-E008107	M22B-EVID-008280		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:25131752	PMID	25131752	https://pubmed.ncbi.nlm.nih.gov/25131752/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-004582	M22B-E003442	M22B-EVID-004582			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:25132422	PMID	25132422	https://pubmed.ncbi.nlm.nih.gov/25132422/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-008073	M22B-E007900	M22B-EVID-008073		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:25137052	PMID	25137052	https://pubmed.ncbi.nlm.nih.gov/25137052/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-008914	M22B-E008741	M22B-EVID-008914		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:25138701	PMID	25138701	https://pubmed.ncbi.nlm.nih.gov/25138701/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-005050	M22B-E000701	M22B-EVID-005050			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:25139062	PMID	25139062	https://pubmed.ncbi.nlm.nih.gov/25139062/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-006368;module22b_evidence_register:M22B-EVID-008481	M22B-E006195;M22B-E008308	M22B-EVID-006368;M22B-EVID-008481		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:25139762	PMID	25139762	https://pubmed.ncbi.nlm.nih.gov/25139762/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	93	module22b_evidence_register:M22B-EVID-000982;module22b_evidence_register:M22B-EVID-000983;module22b_evidence_register:M22B-EVID-000984;module22b_evidence_register:M22B-EVID-000989;module22b_evidence_register:M22B-EVID-000990;module22b_evidence_register:M22B-EVID-001009;module22b_evidence_register:M22B-EVID-001010;module22b_evidence_register:M22B-EVID-001015;module22b_evidence_register:M22B-EVID-001016;module22b_evidence_register:M22B-EVID-001033;module22b_evidence_register:M22B-EVID-001034;module22b_evidence_register:M22B-EVID-001035;module22b_evidence_register:M22B-EVID-001040;module22b_evidence_register:M22B-EVID-001041;module22b_evidence_register:M22B-EVID-001060;module22b_evidence_register:M22B-EVID-001061;module22b_evidence_register:M22B-EVID-001063;module22b_evidence_register:M22B-EVID-001064;module22b_evidence_register:M22B-EVID-001066;module22b_evidence_register:M22B-EVID-001067;module22b_evidence_register:M22B-EVID-001085;module22b_evidence_register:M22B-EVID-001086;module22b_evidence_register:M22B-EVID-001087;module22b_evidence_register:M22B-EVID-001088;module22b_evidence_register:M22B-EVID-001089;module22b_evidence_register:M22B-EVID-001090;module22b_evidence_register:M22B-EVID-001092;module22b_evidence_register:M22B-EVID-001093;module22b_evidence_register:M22B-EVID-001110;module22b_evidence_register:M22B-EVID-001111;module22b_evidence_register:M22B-EVID-001112;module22b_evidence_register:M22B-EVID-001114;module22b_evidence_register:M22B-EVID-001115;module22b_evidence_register:M22B-EVID-001117;module22b_evidence_register:M22B-EVID-001118;module22b_evidence_register:M22B-EVID-001136;module22b_evidence_register:M22B-EVID-001137;module22b_evidence_register:M22B-EVID-001138;module22b_evidence_register:M22B-EVID-001140;module22b_evidence_register:M22B-EVID-001141;module22b_evidence_register:M22B-EVID-001143;module22b_evidence_register:M22B-EVID-001144;module22b_evidence_register:M22B-EVID-001162;module22b_evidence_register:M22B-EVID-001163;module22b_evidence_register:M22B-EVID-001164;module22b_evidence_register:M22B-EVID-001166;module22b_evidence_register:M22B-EVID-001167;module22b_evidence_register:M22B-EVID-001169;module22b_evidence_register:M22B-EVID-001170;module22b_evidence_register:M22B-EVID-001187;module22b_evidence_register:M22B-EVID-001188;module22b_evidence_register:M22B-EVID-001189;module22b_evidence_register:M22B-EVID-001193;module22b_evidence_register:M22B-EVID-001194;module22b_evidence_register:M22B-EVID-001195;module22b_evidence_register:M22B-EVID-001196;module22b_evidence_register:M22B-EVID-001213;module22b_evidence_register:M22B-EVID-001214;module22b_evidence_register:M22B-EVID-001215;module22b_evidence_register:M22B-EVID-001217;module22b_evidence_register:M22B-EVID-001218;module22b_evidence_register:M22B-EVID-001220;module22b_evidence_register:M22B-EVID-001221;module22b_evidence_register:M22B-EVID-001239;module22b_evidence_register:M22B-EVID-001240;module22b_evidence_register:M22B-EVID-001241;module22b_evidence_register:M22B-EVID-001243;module22b_evidence_register:M22B-EVID-001244;module22b_evidence_register:M22B-EVID-001246;module22b_evidence_register:M22B-EVID-001247;module22b_evidence_register:M22B-EVID-001265;module22b_evidence_register:M22B-EVID-001266;module22b_evidence_register:M22B-EVID-001267;module22b_evidence_register:M22B-EVID-001269;module22b_evidence_register:M22B-EVID-001270;module22b_evidence_register:M22B-EVID-001291;module22b_evidence_register:M22B-EVID-001292;module22b_evidence_register:M22B-EVID-001293;module22b_evidence_register:M22B-EVID-001295;module22b_evidence_register:M22B-EVID-001296;module22b_evidence_register:M22B-EVID-001298;module22b_evidence_register:M22B-EVID-001320;module22b_evidence_register:M22B-EVID-001321;module22b_evidence_register:M22B-EVID-001323;module22b_evidence_register:M22B-EVID-001342;module22b_evidence_register:M22B-EVID-001345;module22b_evidence_register:M22B-EVID-001346;module22b_evidence_register:M22B-EVID-001348;module22b_evidence_register:M22B-EVID-001367;module22b_evidence_register:M22B-EVID-001370;module22b_evidence_register:M22B-EVID-001371;module22b_evidence_register:M22B-EVID-001373;module22b_evidence_register:M22B-EVID-001374	M22B-E000214;M22B-E000219;M22B-E001772;M22B-E001773;M22B-E001784;M22B-E001785;M22B-E001787;M22B-E001788;M22B-E001797;M22B-E001798;M22B-E001799;M22B-E001801;M22B-E001802;M22B-E001808;M22B-E001809;M22B-E001810;M22B-E001811;M22B-E001823;M22B-E001824;M22B-E001825;M22B-E001826;M22B-E001827;M22B-E001828;M22B-E001830;M22B-E001831;M22B-E001841;M22B-E001845;M22B-E001846;M22B-E001847;M22B-E001848;M22B-E001849;M22B-E001850;M22B-E001851;M22B-E001858;M22B-E001859;M22B-E001860;M22B-E001861;M22B-E001868;M22B-E001869;M22B-E001870;M22B-E001871;M22B-E001873;M22B-E001874;M22B-E001881;M22B-E001885;M22B-E001886;M22B-E001887;M22B-E001888;M22B-E001889;M22B-E001896;M22B-E001900;M22B-E001901;M22B-E001902;M22B-E001903;M22B-E001905;M22B-E001906;M22B-E001912;M22B-E001916;M22B-E001917;M22B-E001918;M22B-E001919;M22B-E001920;M22B-E001921;M22B-E001928;M22B-E001933;M22B-E001934;M22B-E001935;M22B-E001936;M22B-E001945;M22B-E001950;M22B-E001951;M22B-E001952;M22B-E001953;M22B-E001954;M22B-E001962;M22B-E001969;M22B-E001970;M22B-E001971;M22B-E001983;M22B-E001985;M22B-E001986;M22B-E001987;M22B-E001999;M22B-E002001;M22B-E002002;M22B-E002003;M22B-E002004;M22B-E004524;M22B-E004525;M22B-E004526	M22B-EVID-000982;M22B-EVID-000983;M22B-EVID-000984;M22B-EVID-000989;M22B-EVID-000990;M22B-EVID-001009;M22B-EVID-001010;M22B-EVID-001015;M22B-EVID-001016;M22B-EVID-001033;M22B-EVID-001034;M22B-EVID-001035;M22B-EVID-001040;M22B-EVID-001041;M22B-EVID-001060;M22B-EVID-001061;M22B-EVID-001063;M22B-EVID-001064;M22B-EVID-001066;M22B-EVID-001067;M22B-EVID-001085;M22B-EVID-001086;M22B-EVID-001087;M22B-EVID-001088;M22B-EVID-001089;M22B-EVID-001090;M22B-EVID-001092;M22B-EVID-001093;M22B-EVID-001110;M22B-EVID-001111;M22B-EVID-001112;M22B-EVID-001114;M22B-EVID-001115;M22B-EVID-001117;M22B-EVID-001118;M22B-EVID-001136;M22B-EVID-001137;M22B-EVID-001138;M22B-EVID-001140;M22B-EVID-001141;M22B-EVID-001143;M22B-EVID-001144;M22B-EVID-001162;M22B-EVID-001163;M22B-EVID-001164;M22B-EVID-001166;M22B-EVID-001167;M22B-EVID-001169;M22B-EVID-001170;M22B-EVID-001187;M22B-EVID-001188;M22B-EVID-001189;M22B-EVID-001193;M22B-EVID-001194;M22B-EVID-001195;M22B-EVID-001196;M22B-EVID-001213;M22B-EVID-001214;M22B-EVID-001215;M22B-EVID-001217;M22B-EVID-001218;M22B-EVID-001220;M22B-EVID-001221;M22B-EVID-001239;M22B-EVID-001240;M22B-EVID-001241;M22B-EVID-001243;M22B-EVID-001244;M22B-EVID-001246;M22B-EVID-001247;M22B-EVID-001265;M22B-EVID-001266;M22B-EVID-001267;M22B-EVID-001269;M22B-EVID-001270;M22B-EVID-001291;M22B-EVID-001292;M22B-EVID-001293;M22B-EVID-001295;M22B-EVID-001296;M22B-EVID-001298;M22B-EVID-001320;M22B-EVID-001321;M22B-EVID-001323;M22B-EVID-001342;M22B-EVID-001345;M22B-EVID-001346;M22B-EVID-001348;M22B-EVID-001367;M22B-EVID-001370;M22B-EVID-001371;M22B-EVID-001373;M22B-EVID-001374			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
