review_priority_rank	review_priority_score	ligand_label	receptor_label	route_record_count	unique_evidence_id_count	output_annotated_route_count	tf_annotated_route_count	intracellular_annotated_route_count	missing_intracellular_count	missing_tf_count	route_tiers	selection_note
4956	12	KIR2DL4	FCER1G/FcRgamma	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4957	12	KIR2DL4 single ITIM	PTPN11/SHP2	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4958	12	KIT pY568	CBL	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4959	12	KIT pY568	SOCS6	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4960	12	KIT pY569	PTPN6/SHP1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4961	12	KIT pY703	GRB2	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4962	12	KIT pY900	CRKII	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4963	12	KIT pY936	GRB2	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4964	12	KIT pY936	GRB7	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4965	12	KIT/c-KIT pY719	PIK3R1/p85	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4966	12	KLRG1 ITIM phosphotyrosine	INPP5D/SHIP1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4967	12	KLRG1 ITIM phosphotyrosine	PTPN11/SHP2	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4968	12	KLRK1/NKG2D	DAP10/HCST	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4969	12	KNG1/high-molecular-weight kininogen	ITGAM:ITGB2 Mac-1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4970	12	Kainate	GRIK3/GluK3/GluR7 kainate receptor	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4971	12	Karilysin/Tannerella forsythia metalloproteinase	C4/complement component 4	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4972	12	Karilysin/Tannerella forsythia metalloproteinase	C5/complement component 5	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4973	12	Ketotifen fumarate	MRGPRX2	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4974	12	Kiss1	Kiss1r	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4975	12	L1CAM/L1	ERBB2/HER2	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4976	12	L1CAM/L1	ERBB3/HER3	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4977	12	LAIR1 ITIM/ITSM receptor tail	PTPN11/SHP2	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4978	12	LAMA1	DAG1 glycosylated dystroglycan/DGC	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4979	12	LAMA4/LAMB1/LAMC1 laminin-411	ITGA7X1:ITGB1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4980	12	LAMA4/Laminin alpha-4 G-domain	ITGA6:ITGB1/alpha6-beta1 integrin	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4981	12	LCN2/LRP1 astrocytic complex	astrocyte-mediated myelin phagocytosis after focal cortical ischemia	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4982	12	LEP	ISLR2/LINX	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4983	12	LEPRb pY985	PTPN11/SHP2	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4984	12	LGALS3BP/90K	ITGB1-containing integrin complex	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4985	12	LGALS8/galectin-8	ITGA3:ITGB1 (alpha3beta1)	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4986	12	LGALS9/galectin-9	CD44	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4987	12	LGI2	ADAM11	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4988	12	LGI3	ADAM22	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4989	12	LGI4	ADAM11	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4990	12	LGI4	ADAM23	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4991	12	LHFPL4/GARLH4	GABRA1/GABA-A receptor alpha1 subunit	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4992	12	LIC11711/Leptospira interrogans putative surface lipoprotein	C8/complement component 8	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4993	12	LIC11966/ErpY-like Leptospira interrogans surface lipoprotein	CFI/Complement factor I	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4994	12	LILRB1/CD85j receptor complex	PTPN11/SHP2	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4995	12	LILRB2/ILT4	PTPN6/SHP1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4996	12	LPS/Lipopolysaccharide-LBP complex	CD14	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4997	12	LRP1 distal NPVY4507 motif	APBB1/FE65	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4998	12	LRP1 knockdown in astrocytes	LCN2-induced myelin engulfment by astrocytes	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4999	12	LRP1/CD91	myelin-vesicle uptake by astrocytes	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5000	12	LRP1/CD91	myelin-vesicle uptake by microglia	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5001	12	LRP1/CD91	myelin-vesicle uptake by oligodendrocytes	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5002	12	LRP4	MUSK	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5003	12	LRRC4B/NGL-3	PTPRS	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5004	12	LRRTM2	DLG4/PSD-95	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5005	12	LTA/lymphotoxin-alpha (LTalpha3)	TNFR1/TNFRSF1A	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5006	12	LTA/lymphotoxin-alpha (LTalpha3)	TNFR2/TNFRSF1B receptor	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5007	12	LTA1B2/lymphotoxin-alpha1-beta2 membrane heterotrimer	LTBR/LTbetaR	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5008	12	LTB4/leukotriene B4	LTB4R1/BLT1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5009	12	LTF/lactotransferrin	DCC	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5010	12	LTF/lactotransferrin	IL-6Rα/IL6R	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5011	12	LTF/lactotransferrin	ISLR2/LINX	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5012	12	LTF/lactotransferrin	NEO1/neogenin	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5013	12	LTF/lactotransferrin	PRTG/protogenin	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5014	12	LTF/lactotransferrin	PUNC	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5015	12	LTF/lactotransferrin	PUNC e11	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5016	12	LYNX2/lymphocyte antigen 6 family member 1-like	CHRNA4:CHRNB2 alpha4beta2 nicotinic acetylcholine receptor	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5017	12	LYNX2/lymphocyte antigen 6 family member 1-like	CHRNA7/alpha7 nicotinic acetylcholine receptor	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5018	12	Lactoferrin	LRP2/megalin	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5019	12	Lama1	Cd44	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5020	12	Lama1	ITGA1_ITGB1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5021	12	Lama1	ITGA2_ITGB1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5022	12	Lama1	ITGA6_ITGB1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5023	12	Lama1	ITGA6_ITGB4	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5024	12	Lama1	ITGA7_ITGB1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5025	12	Lama1	Itga1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5026	12	Lama2	Dag1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5027	12	Lama2	ITGA1_ITGB1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5028	12	Lama2	ITGA2_ITGB1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5029	12	Lama2	ITGA6_ITGB1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5030	12	Lama2	ITGA6_ITGB4	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5031	12	Lama2	ITGA7_ITGB1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5032	12	Lama2	Itga1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5033	12	Lama3	ITGA2_ITGB1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5034	12	Lama3	ITGA3_ITGB1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5035	12	Lama3	ITGA6_ITGB1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5036	12	Lama3	ITGA6_ITGB4	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5037	12	Lama4	ITGA3_ITGB1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5038	12	Lama4	ITGA6_ITGB1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5039	12	Lama4	ITGA7_ITGB1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5040	12	Lama5	Bcam	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5041	12	Lama5	Cd44	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5042	12	Lama5	Dag1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5043	12	Lama5	ITGA1_ITGB1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5044	12	Lama5	ITGA2_ITGB1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5045	12	Lama5	ITGA3_ITGB1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5046	12	Lama5	ITGA6_ITGB1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5047	12	Lama5	ITGA6_ITGB4	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5048	12	Lama5	ITGA7_ITGB1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5049	12	Lama5	Sv2a	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5050	12	Lamb1	Dag1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5051	12	Lamb1	ITGA2_ITGB1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5052	12	Lamb1	ITGA3_ITGB1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5053	12	Lamb1	ITGA6_ITGB1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5054	12	Lamb1	ITGA6_ITGB4	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5055	12	Lamb1	ITGA7_ITGB1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5056	12	Lamb2	Dag1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5057	12	Lamb2	ITGA3_ITGB1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5058	12	Lamb2	ITGA6_ITGB1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5059	12	Lamb2	ITGA6_ITGB4	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5060	12	Lamb2	ITGA7_ITGB1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5061	12	Lamb3	ITGA2_ITGB1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5062	12	Lamb3	ITGA3_ITGB1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5063	12	Lamb3	ITGA6_ITGB1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5064	12	Lamb3	ITGA6_ITGB4	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5065	12	Lamc1	Dag1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5066	12	Lamc1	ITGA2_ITGB1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
5067	12	Lamc1	ITGA3_ITGB1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
