module	b_edge_ids	b_evidence_id	source_kind	support_kind	source_scope	source_locator	species_support	evidence_layer	exportable	confidence_tier	citation_note	evidence_grade	context_level	grading_status	grading_basis	paper_keys	context_basis	limitations	pass_disposition
23B	M23B-E001093	M23B-EVID-EXPAND23A-018	review_led_primary_research_paper	primary_experiment_plus_review	inflammatory macrophage comparator	PMID:23721397; PMID:25017885; PMCID:PMC3682892; PMCID:PMC4099942; local:data/raw/evidence/module23a_review_led_20260904/PMC3682892_fulltext.xml; local:data/raw/evidence/module23a_review_led_20260904/tenascin_hyaluronan_pubmed.xml; local:data/raw/evidence/module23a_review_led_20260904/PMC4099942_fulltext.xml	mouse; recombinant	downstream_or_functional	true	high	LMW-HA IFN-beta output with SCI ECM review context	B	L5	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	PMCID:PMC3682892; PMCID:PMC4099942; PMID:23721397; PMID:25017885	The register explicitly names an injury model or lesion and an SCI receiver cell or lesion compartment.	IFN-beta is a measured cytokine output rather than terminal-TF evidence; no traumatic SCI transfer is asserted.	retain_for_adjudication
23B	M23B-E001094	M23B-EVID-EXPAND23A-019	review_led_primary_research_paper	primary_experiment_plus_review	EDA-domain and TLR4-MD2 comparator	PMID:11150311; PMCID:PMC4414050; PMCID:PMC5820196; PMCID:PMC4099942; local:data/raw/evidence/module23a_review_led_20260904/fn_eda_pubmed.xml; local:data/raw/evidence/module23a_review_led_20260904/PMC4414050_fulltext.xml; local:data/raw/evidence/module23a_review_led_20260904/PMC5820196_fulltext.xml; local:data/raw/evidence/module23a_review_led_20260904/PMC4099942_fulltext.xml	human; recombinant	ligand_receptor_or_direct_molecular	true	high	FN-EDA TLR4-MD2 engagement with SCI ECM review context	B	L5	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	PMCID:PMC4099942; PMCID:PMC4414050; PMCID:PMC5820196; PMID:11150311	The register explicitly names an injury model or lesion and an SCI receiver cell or lesion compartment.	No structural DAMP-TLR4 complex is claimed; EDA-domain and MD-2 context are required, with no traumatic SCI transfer.	retain_for_adjudication
23B	M23B-E001095	M23B-EVID-EXPAND23A-020	review_led_primary_research_paper	primary_receptor_proximal_perturbation	EDA-domain and TLR4 signaling comparator	PMID:11150311; PMCID:PMC4414050; PMCID:PMC5820196; PMCID:PMC4099942; local:data/raw/evidence/module23a_review_led_20260904/fn_eda_pubmed.xml; local:data/raw/evidence/module23a_review_led_20260904/PMC4414050_fulltext.xml; local:data/raw/evidence/module23a_review_led_20260904/PMC5820196_fulltext.xml; local:data/raw/evidence/module23a_review_led_20260904/PMC4099942_fulltext.xml	human; recombinant	receptor_proximal_or_pathway	true	high	FnEDA TLR4 proximal relay with SCI ECM review context	B	L5	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	PMCID:PMC4099942; PMCID:PMC4414050; PMCID:PMC5820196; PMID:11150311	The register explicitly names an injury model or lesion and an SCI receiver cell or lesion compartment.	Comparator-specific relay; no universal MyD88/TRIF branch, terminal TF, or traumatic SCI transfer is asserted.	retain_for_adjudication
23B	M23B-E001096	M23B-EVID-EXPAND23A-021	review_led_primary_research_paper	primary_functional_perturbation	EDA-domain fibrosis and macrophage inflammatory comparator	PMID:26427793; PMCID:PMC4414050; PMCID:PMC5820196; PMCID:PMC4099942; local:data/raw/evidence/module23a_review_led_20260904/fn_eda_pubmed.xml; local:data/raw/evidence/module23a_review_led_20260904/PMC4414050_fulltext.xml; local:data/raw/evidence/module23a_review_led_20260904/PMC5820196_fulltext.xml; local:data/raw/evidence/module23a_review_led_20260904/PMC4099942_fulltext.xml	human; mouse comparator; recombinant	downstream_or_functional	true	high	FnEDA fibroblast and macrophage output with SCI ECM review context	B	L5	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	PMCID:PMC4099942; PMCID:PMC4414050; PMCID:PMC5820196; PMID:26427793	The register explicitly names an injury model or lesion and an SCI receiver cell or lesion compartment.	Outputs are non-SCI comparator evidence and are not terminal-TF or traumatic-SCI claims.	retain_for_adjudication
23B	M23B-E001097	M23B-EVID-EXPAND23A-022	review_led_primary_research_paper	primary_experiment_plus_review	SPARC-TLR4 binding with SCI extracellular-proteome context	PMID:35963236; PMCID:PMC9474643; PMID:26899371; PMCID:PMC4761922; PMCID:PMC4099942; local:data/raw/evidence/module23a_review_led_20260904/PMC9474643_fulltext.xml; local:data/raw/evidence/module23a_review_led_20260904/sparc_pubmed.xml; local:data/raw/evidence/module23a_review_led_20260904/PMC4761922_fulltext.xml; local:data/raw/evidence/module23a_review_led_20260904/PMC4099942_fulltext.xml	mouse; human comparator; recombinant	ligand_receptor_or_direct_molecular	true	high	SPARC-TLR4 direct binding with SCI extracellular-proteome context	B	L4	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	PMCID:PMC4099942; PMCID:PMC4761922; PMCID:PMC9474643; PMID:26899371; PMID:35963236	The register explicitly identifies spinal-cord injury or an injury model, but not an explicit receiver-cell/lesion-compartment match.	No MD-2 requirement, structural receptor complex, or causal traumatic-SCI receptor function is established.	retain_for_adjudication
23B	M23B-E001098	M23B-EVID-EXPAND23A-023	review_led_primary_research_paper	primary_receptor_proximal_perturbation	SPARC-TLR4 proximal signaling comparator	PMID:35963236; PMCID:PMC9474643; PMID:26899371; PMCID:PMC4761922; PMCID:PMC4099942; local:data/raw/evidence/module23a_review_led_20260904/PMC9474643_fulltext.xml; local:data/raw/evidence/module23a_review_led_20260904/sparc_pubmed.xml; local:data/raw/evidence/module23a_review_led_20260904/PMC4761922_fulltext.xml; local:data/raw/evidence/module23a_review_led_20260904/PMC4099942_fulltext.xml	mouse; recombinant	receptor_proximal_or_pathway	true	high	SPARC TLR4-TBK1-IRF3 relay with SCI extracellular-proteome context	B	L4	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	PMCID:PMC4099942; PMCID:PMC4761922; PMCID:PMC9474643; PMID:26899371; PMID:35963236	The register explicitly identifies spinal-cord injury or an injury model, but not an explicit receiver-cell/lesion-compartment match.	No traumatic SCI causal transfer, direct TRIF assignment, or terminal transcription-factor occupancy is asserted.	retain_for_adjudication
23B	M23B-E001099	M23B-EVID-EXPAND23A-024	review_led_primary_research_paper	primary_receptor_proximal_perturbation	SPARC TLR4-interferon relay comparator	PMID:35963236; PMCID:PMC9474643; PMID:26899371; PMCID:PMC4761922; PMCID:PMC4099942; local:data/raw/evidence/module23a_review_led_20260904/PMC9474643_fulltext.xml; local:data/raw/evidence/module23a_review_led_20260904/sparc_pubmed.xml; local:data/raw/evidence/module23a_review_led_20260904/PMC4761922_fulltext.xml; local:data/raw/evidence/module23a_review_led_20260904/PMC4099942_fulltext.xml	mouse; recombinant	receptor_proximal_or_pathway	true	high	SPARC IFN-beta-IFNAR-STAT1 relay with SCI extracellular-proteome context	B	L4	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	PMCID:PMC4099942; PMCID:PMC4761922; PMCID:PMC9474643; PMID:26899371; PMID:35963236	The register explicitly identifies spinal-cord injury or an injury model, but not an explicit receiver-cell/lesion-compartment match.	The relay is comparator-specific; no traumatic SCI transfer or universal cell-state response is asserted.	retain_for_adjudication
23B	M23B-E001100	M23B-EVID-EXPAND23A-025	review_led_primary_research_paper	primary_functional_perturbation	SPARC macrophage interferon/inflammatory output comparator	PMID:35963236; PMCID:PMC9474643; PMID:26899371; PMCID:PMC4761922; PMCID:PMC4099942; local:data/raw/evidence/module23a_review_led_20260904/PMC9474643_fulltext.xml; local:data/raw/evidence/module23a_review_led_20260904/sparc_pubmed.xml; local:data/raw/evidence/module23a_review_led_20260904/PMC4761922_fulltext.xml; local:data/raw/evidence/module23a_review_led_20260904/PMC4099942_fulltext.xml	mouse; human comparator; recombinant	downstream_or_functional	true	high	SPARC macrophage ISG/inflammatory output with SCI extracellular-proteome context	B	L5	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	PMCID:PMC4099942; PMCID:PMC4761922; PMCID:PMC9474643; PMID:26899371; PMID:35963236	The register explicitly names an injury model or lesion and an SCI receiver cell or lesion compartment.	Cell-line and aging/obesity context limit transfer; no traumatic SCI function or universal terminal-TF claim is asserted.	retain_for_adjudication
23B	M23B-E001101	M23B-EVID-EXPAND23A-026	review_led_primary_research_paper	primary_experiment_plus_review	Gal3-TLR4 neuroinflammation comparator with SCI review context	PMID:25753426; PMCID:PMC11040290; PMCID:PMC4761922; PMCID:PMC4099942; local:data/raw/evidence/module23a_review_led_20260904/galectin3_pubmed.xml; local:data/raw/evidence/module23a_review_led_20260904/PMC11040290_fulltext.xml; local:data/raw/evidence/module23a_review_led_20260904/PMC4761922_fulltext.xml; local:data/raw/evidence/module23a_review_led_20260904/PMC4099942_fulltext.xml	mouse; human comparator; recombinant	ligand_receptor_or_direct_molecular	true	high	Gal3-TLR4 ligand binding with SCI neuroinflammation context	B	L5	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	PMCID:PMC11040290; PMCID:PMC4099942; PMCID:PMC4761922; PMID:25753426	The register explicitly names an injury model or lesion and an SCI receiver cell or lesion compartment.	No SCI-specific Gal3-TLR4 receptor-complex experiment or additional co-receptor requirement is established.	retain_for_adjudication
23B	M23B-E001102	M23B-EVID-EXPAND23A-027	review_led_primary_research_paper	primary_receptor_proximal_perturbation	Gal3-TLR4 microglial activation comparator	PMID:25753426; PMCID:PMC11040290; PMCID:PMC4761922; PMCID:PMC4099942; local:data/raw/evidence/module23a_review_led_20260904/galectin3_pubmed.xml; local:data/raw/evidence/module23a_review_led_20260904/PMC11040290_fulltext.xml; local:data/raw/evidence/module23a_review_led_20260904/PMC4761922_fulltext.xml; local:data/raw/evidence/module23a_review_led_20260904/PMC4099942_fulltext.xml	mouse; human comparator; recombinant	receptor_proximal_or_pathway	true	high	Gal3 TLR4-dependent microglial activation with SCI neuroinflammation context	B	L5	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	PMCID:PMC11040290; PMCID:PMC4099942; PMCID:PMC4761922; PMID:25753426	The register explicitly names an injury model or lesion and an SCI receiver cell or lesion compartment.	The relay is comparator-specific; no untested adaptor branch or traumatic SCI transfer is asserted.	retain_for_adjudication
23B	M23B-E001103	M23B-EVID-EXPAND23A-028	review_led_primary_research_paper	primary_functional_perturbation	Rat SCI tissue and LPS-induced PC12 inflammatory comparator	PMCID:PMC6923351; PMCID:PMC11040290; PMCID:PMC4761922; PMCID:PMC4099942; local:data/raw/evidence/module23a_review_led_20260904/PMC6923351_fulltext.xml; local:data/raw/evidence/module23a_review_led_20260904/PMC11040290_fulltext.xml; local:data/raw/evidence/module23a_review_led_20260904/PMC4761922_fulltext.xml; local:data/raw/evidence/module23a_review_led_20260904/PMC4099942_fulltext.xml	rat; recombinant	downstream_or_functional	true	high	Gal3 ROS/TXNIP/NLRP3 neuroinflammatory output in SCI	B	L4	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	PMCID:PMC11040290; PMCID:PMC4099942; PMCID:PMC4761922; PMCID:PMC6923351	The register explicitly identifies spinal-cord injury or an injury model, but not an explicit receiver-cell/lesion-compartment match.	The study does not establish that TLR4 is upstream of the ROS/TXNIP/NLRP3 branch; no terminal-TF or universal relay is asserted.	retain_for_adjudication
23B	M23B-E001104	M23B-EVID-EXPAND23A-029	review_led_primary_research_paper	primary_functional_perturbation	Mouse T10 SCI macrophage/fibroblast scar and conditioned-medium internalization model	PMCID:PMC11481377; PMCID:PMC11040290; PMCID:PMC4761922; PMCID:PMC4099942; local:data/raw/evidence/module23a_review_led_20260904/PMC11481377_fulltext.xml; local:data/raw/evidence/module23a_review_led_20260904/PMC11040290_fulltext.xml; local:data/raw/evidence/module23a_review_led_20260904/PMC4761922_fulltext.xml; local:data/raw/evidence/module23a_review_led_20260904/PMC4099942_fulltext.xml	mouse; recombinant	downstream_or_functional	true	high	Gal3-PDGFRbeta fibroblast scar function after SCI	B	L5	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	PMCID:PMC11040290; PMCID:PMC11481377; PMCID:PMC4099942; PMCID:PMC4761922	The register explicitly names an injury model or lesion and an SCI receiver cell or lesion compartment.	This SCI study does not establish TLR4 mediation; receptor binding and SCI scar function remain separate layers.	retain_for_adjudication
23B	M23B-E001105	M23B-EVID-EXPAND23A-030	review_led_primary_research_paper	primary_binding_and_receptor_assay	RAW264.7 macrophages, TLR4/MD2 SPR binding, and HEK293 receptor-expression systems	PMID:16267105; PMID:20547845; PMID:16878026; PMCID:PMC9877301; local:data/raw/evidence/module23a_review_led_20260904/hmgb1_pubmed.xml; local:data/raw/evidence/module23a_review_led_20260904/PMC9877301_fulltext.xml	mouse; human; recombinant	ligand_receptor_binding	true	high	HMGB1 direct TLR4/MD2 binding	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	PMCID:PMC9877301; PMID:16267105; PMID:16878026; PMID:20547845	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	Redox state, endotoxin contamination, and assay-specific receptor-complex requirements limit transfer to all HMGB1 preparations and SCI cell states.	retain_for_adjudication
