b_edge_id	source_entity	target_entity	relation_type	confidence_tier	evidence_layer	edge_status	exportable	register_pathway_name	pathway_family	family_label	assignment_status	assignment_basis	pathway_claim_boundary
M20B-E004542	Pmch	Mertk	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004543	Pmch	Mtnr1a	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004544	Pnoc	Adra2a	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004545	Pnoc	Grm7	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004546	Pnoc	Mtnr1a	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004547	Pnoc	Oprl1	engages	high	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	target nomenclature did not support a conservative family assignment	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004548	Podxl2	Sell	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004549	Pomc	Adcyap1r1	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004550	Pomc	Adra2a	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004551	Pomc	Adrb2	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004552	Pomc	Adrb3	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004553	Pomc	Gpr20	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004554	Pomc	Gpr84	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004555	Pomc	Grm7	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004556	Pomc	Mc1r	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004557	Pomc	Mc2r	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004558	Pomc	Mc3r	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004559	Pomc	Mc4r	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004560	Pomc	Mc5r	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004561	Pomc	Mrap	engages	low	boundary	non_ligand_receptor	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004562	Pomc	Mtnr1a	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004563	Pomc	Oprd1	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004564	Pomc	Oprk1	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004565	Pomc	Oprl1	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004566	Pomc	Oprm1	engages	low	boundary	low_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004567	Pomc	Pth1r	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004568	Pomc	Ramp2	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004569	Pomc	Ramp3	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004570	Pomc	Tshr	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004571	Pomc	Vipr1	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004572	Postn	ITGAV_ITGB3	engages	low	boundary	low_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004573	Postn	ITGAV_ITGB5	engages	low	boundary	low_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004574	Postn	Ptk7	engages	low	boundary	low_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004575	Ppy	Adra2a	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
