species	tf_symbol	target_symbol	external_record_keys	decision	module_assignment	evidence_status	support_kind	effect_polarity	primary_pmids	corroborating_pmids	shared_paper_status	cross_module_status	cell_type_context	stimulus_context	limitations	notes
mouse	Hspb1	Cdkn1a	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002037	database_only_unverified	22B	database_curated_unverified	database_assertion	positive			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=12038984.
mouse	Ifi204	Bglap2	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002073	database_only_unverified	22B	database_curated_unverified	database_assertion	positive			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=17439944.
mouse	Ifih1	Ifnb1	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002074	database_only_unverified	22B	database_curated_unverified	database_assertion	positive			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=19108859.
mouse	Il17a	Il1b	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002110	database_only_unverified	22B	database_curated_unverified	database_assertion	positive			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=16798734.
mouse	Ilk	Mmp9	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002117	database_only_unverified	22B	database_curated_unverified	database_assertion	positive			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=11114721.
mouse	Irx3	Gja1	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002225	database_only_unverified	22B	database_curated_unverified	database_assertion	negative			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=21825130.
mouse	Irx5	Kcnd2	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002226	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=23573265.
mouse	Jazf1	Mef2c	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002237	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	negative	26101156		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=26101156; direct_evidence_pmids=26101156; source_lead_pmids=26101156.
mouse	Jmjd1c	Cyp17a1	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002243	database_only_unverified	22B	database_curated_unverified	database_assertion	positive			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=20530532.
human	KDM4C	JAG1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003642	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	positive	23698634		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=23698634; direct_evidence_pmids=23698634; source_lead_pmids=23698634.
mouse	Kdm6b	Eomes	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002432	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=23584530.
mouse	Keap1	Nfe2l2	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002433	database_only_unverified	22B	database_curated_unverified	database_assertion	negative			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=20416283.
human	KHSRP	RPL3	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003646	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	unknown	21705779		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=21705779; direct_evidence_pmids=21705779; source_lead_pmids=21705779.
human	KLF14	TGFBR2	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003664	database_only_unverified	22B	database_curated_unverified	database_assertion	negative			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=19088080.
mouse	Kpna2	Klf2	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002505	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	positive	21664354		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=21664354; direct_evidence_pmids=21664354; source_lead_pmids=21664354.
human	LCOR	CDH1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003780	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	unknown	22277651		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=22277651; direct_evidence_pmids=22277651; source_lead_pmids=22277651.
mouse	Ldb2	Fgf10	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002521	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=22411555.
mouse	Lhx9	Rig1	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002563	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=18701067.
human	LIMD1	HIF1A	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003821	database_only_unverified	22B	database_curated_unverified	database_assertion	negative			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=22286099.
human	LIN28A	CCND1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003822	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	unknown	22467868		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=22467868; direct_evidence_pmids=22467868; source_lead_pmids=22467868.
human	LMO3	HES1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003836	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	negative	21573214		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=21573214; direct_evidence_pmids=21573214; source_lead_pmids=21573214.
mouse	Lmo7	Myf5	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002570	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	unknown	21525034		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=21525034; direct_evidence_pmids=21525034; source_lead_pmids=21525034.
human	LRF	COMP	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003849	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	unknown	15337766		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=15337766; direct_evidence_pmids=15337766; source_lead_pmids=15337766.
human	MAL	MMP9	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003870	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	unknown	19724058		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=19724058; direct_evidence_pmids=19724058; source_lead_pmids=19724058.
mouse	Map3k7	Nfkb1	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002610	database_only_unverified	22B	database_curated_unverified	database_assertion	positive			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=16186825.
mouse	Mapk1	Egr1	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002611	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=17327421.
mouse	Mapk14	Egr1	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002612	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=17327421.
human	MCM2	SNF8	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003906	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=19819239.
mouse	Mcm3	Il4	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002628	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=10069428.
human	MCM5	STAT1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003907	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	unknown	11248027		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=11248027; direct_evidence_pmids=11248027; source_lead_pmids=11248027.
mouse	Mcm6	Cd40	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002629	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	positive	21538324		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=21538324; direct_evidence_pmids=21538324; source_lead_pmids=21538324.
human	MED15	NCF2	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003927	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=20025940.
mouse	Med6	Fabp4	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002656	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	unknown	20194623		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=20194623; direct_evidence_pmids=20194623; source_lead_pmids=20194623.
mouse	Med8	Fabp4	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002657	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	unknown	20194623		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=20194623; direct_evidence_pmids=20194623; source_lead_pmids=20194623.
