outcome_id	queue_key	regulator_symbol	target_symbol	species_scope	search_query	source_citations	evidence_type	outcome_summary	disposition	search_status
search_outcome_445	znf660|ctnnb1|human	ZNF660	CTNNB1	human	ZNF660 CTNNB1 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF660_TARGET_GENES.html	binding_dataset_only	The human ZNF660 target-set record contains CTNNB1, but no primary exact ZNF660 occupancy plus perturbation evidence for CTNNB1 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_446	znf660|efna3|human	ZNF660	EFNA3	human	ZNF660 EFNA3 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF660_TARGET_GENES.html	binding_dataset_only	The human ZNF660 target-set record contains EFNA3, but no primary exact ZNF660 occupancy plus perturbation evidence for EFNA3 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_447	znf660|fgf21|human	ZNF660	FGF21	human	ZNF660 FGF21 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF660_TARGET_GENES.html	binding_dataset_only	The human ZNF660 target-set record contains FGF21, but no primary exact ZNF660 occupancy plus perturbation evidence for FGF21 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_448	znf664|adam9|human	ZNF664	ADAM9	human	ZNF664 ADAM9 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF664_TARGET_GENES.html	binding_dataset_only	The human ZNF664 target-set record contains ADAM9, but no primary exact ZNF664 occupancy plus perturbation evidence for ADAM9 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_449	znf664|ada|human	ZNF664	ADA	human	ZNF664 ADA exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF664_TARGET_GENES.html	binding_dataset_only	The human ZNF664 target-set record contains ADA, but no primary exact ZNF664 occupancy plus perturbation evidence for ADA was located.	retain_database_target_profile_without_promotion	completed
search_outcome_450	znf664|amfr|human	ZNF664	AMFR	human	ZNF664 AMFR exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF664_TARGET_GENES.html	binding_dataset_only	The human ZNF664 target-set record contains AMFR, but no primary exact ZNF664 occupancy plus perturbation evidence for AMFR was located.	retain_database_target_profile_without_promotion	completed
search_outcome_451	znf664|eng|human	ZNF664	ENG	human	ZNF664 ENG exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF664_TARGET_GENES.html	binding_dataset_only	The human ZNF664 target-set record contains ENG, but no primary exact ZNF664 occupancy plus perturbation evidence for ENG was located.	retain_database_target_profile_without_promotion	completed
search_outcome_452	znf680|ada|human	ZNF680	ADA	human	ZNF680 ADA exact target search	https://www.gsea-msigdb.org/gsea/msigdb/cards/ZNF680_TARGET_GENES.html	binding_dataset_only	The human ZNF680 target-set record contains ADA, but no primary exact ZNF680 occupancy plus perturbation evidence for ADA was located.	retain_database_target_profile_without_promotion	completed
search_outcome_453	znf680|bdnf|human	ZNF680	BDNF	human	ZNF680 BDNF exact target search	https://www.gsea-msigdb.org/gsea/msigdb/cards/ZNF680_TARGET_GENES.html	binding_dataset_only	The human ZNF680 target-set record contains BDNF, but no primary exact ZNF680 occupancy plus perturbation evidence for BDNF was located.	retain_database_target_profile_without_promotion	completed
search_outcome_454	znf680|col1a2|human	ZNF680	COL1A2	human	ZNF680 COL1A2 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/cards/ZNF680_TARGET_GENES.html	binding_dataset_only	The human ZNF680 target-set record contains COL1A2, but no primary exact ZNF680 occupancy plus perturbation evidence for COL1A2 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_455	znf680|fam3c|human	ZNF680	FAM3C	human	ZNF680 FAM3C exact target search	https://www.gsea-msigdb.org/gsea/msigdb/cards/ZNF680_TARGET_GENES.html	binding_dataset_only	The human ZNF680 target-set record contains FAM3C, but no primary exact ZNF680 occupancy plus perturbation evidence for FAM3C was located.	retain_database_target_profile_without_promotion	completed
search_outcome_456	znf766|adam9|human	ZNF766	ADAM9	human	ZNF766 ADAM9 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF766_TARGET_GENES.html	binding_dataset_only	The human ZNF766 target-set record contains ADAM9, but no primary exact ZNF766 occupancy plus perturbation evidence for ADAM9 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_457	znf766|adgrb3|human	ZNF766	ADGRB3	human	ZNF766 ADGRB3 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF766_TARGET_GENES.html	binding_dataset_only	The human ZNF766 target-set record contains ADGRB3, but no primary exact ZNF766 occupancy plus perturbation evidence for ADGRB3 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_458	znf766|adipor1|human	ZNF766	ADIPOR1	human	ZNF766 ADIPOR1 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF766_TARGET_GENES.html	binding_dataset_only	The human ZNF766 target-set record contains ADIPOR1, but no primary exact ZNF766 occupancy plus perturbation evidence for ADIPOR1 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_459	znf766|adora3|human	ZNF766	ADORA3	human	ZNF766 ADORA3 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF766_TARGET_GENES.html	binding_dataset_only	The human ZNF766 target-set record contains ADORA3, but no primary exact ZNF766 occupancy plus perturbation evidence for ADORA3 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_460	znf768|apoe|human	ZNF768	APOE	human	ZNF768 APOE exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF768_TARGET_GENES	binding_dataset_only	The human ZNF768 target-set record contains APOE, but no primary exact ZNF768 occupancy plus perturbation evidence for APOE was located.	retain_database_target_profile_without_promotion	completed
search_outcome_461	znf7|adgrb3|human	ZNF7	ADGRB3	human	ZNF7 ADGRB3 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF7_TARGET_GENES.html	binding_dataset_only	The human ZNF7 target-set record contains ADGRB3, but no primary exact ZNF7 occupancy plus perturbation evidence for ADGRB3 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_462	znf7|adgrl1|human	ZNF7	ADGRL1	human	ZNF7 ADGRL1 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF7_TARGET_GENES.html	binding_dataset_only	The human ZNF7 target-set record contains ADGRL1, but no primary exact ZNF7 occupancy plus perturbation evidence for ADGRL1 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_463	znf7|adora3|human	ZNF7	ADORA3	human	ZNF7 ADORA3 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF7_TARGET_GENES.html	binding_dataset_only	The human ZNF7 target-set record contains ADORA3, but no primary exact ZNF7 occupancy plus perturbation evidence for ADORA3 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_464	znf7|alk|human	ZNF7	ALK	human	ZNF7 ALK exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF7_TARGET_GENES.html	binding_dataset_only	The human ZNF7 target-set record contains ALK, but no primary exact ZNF7 occupancy plus perturbation evidence for ALK was located.	retain_database_target_profile_without_promotion	completed
search_outcome_465	znf816|bdkrb2|human	ZNF816	BDKRB2	human	ZNF816 BDKRB2 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF816_TARGET_GENES.html	binding_dataset_only	The human ZNF816 target-set record contains BDKRB2, but no primary exact ZNF816 occupancy plus perturbation evidence for BDKRB2 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_466	znf816|bmp7|human	ZNF816	BMP7	human	ZNF816 BMP7 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF816_TARGET_GENES.html	binding_dataset_only	The human ZNF816 target-set record contains BMP7, but no primary exact ZNF816 occupancy plus perturbation evidence for BMP7 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_467	znf816|cd81|human	ZNF816	CD81	human	ZNF816 CD81 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF816_TARGET_GENES.html	binding_dataset_only	The human ZNF816 target-set record contains CD81, but no primary exact ZNF816 occupancy plus perturbation evidence for CD81 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_468	znf816|fgfr1|human	ZNF816	FGFR1	human	ZNF816 FGFR1 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF816_TARGET_GENES.html	binding_dataset_only	The human ZNF816 target-set record contains FGFR1, but no primary exact ZNF816 occupancy plus perturbation evidence for FGFR1 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_469	znf8|adgrl2|human	ZNF8	ADGRL2	human	ZNF8 ADGRL2 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/cards/ZNF8_TARGET_GENES	binding_dataset_only	The human ZNF8 target-set record contains ADGRL2, but no primary exact ZNF8 occupancy plus perturbation evidence for ADGRL2 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_470	znf8|adipor2|human	ZNF8	ADIPOR2	human	ZNF8 ADIPOR2 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/cards/ZNF8_TARGET_GENES	binding_dataset_only	The human ZNF8 target-set record contains ADIPOR2, but no primary exact ZNF8 occupancy plus perturbation evidence for ADIPOR2 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_471	znf8|bmp5|human	ZNF8	BMP5	human	ZNF8 BMP5 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/cards/ZNF8_TARGET_GENES	binding_dataset_only	The human ZNF8 target-set record contains BMP5, but no primary exact ZNF8 occupancy plus perturbation evidence for BMP5 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_472	znf8|bmpr1a|human	ZNF8	BMPR1A	human	ZNF8 BMPR1A exact target search	https://www.gsea-msigdb.org/gsea/msigdb/cards/ZNF8_TARGET_GENES	binding_dataset_only	The human ZNF8 target-set record contains BMPR1A, but no primary exact ZNF8 occupancy plus perturbation evidence for BMPR1A was located.	retain_database_target_profile_without_promotion	completed
search_outcome_473	zscan21|adam22|human	ZSCAN21	ADAM22	human	ZSCAN21 ADAM22 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZSCAN21_TARGET_GENES.html	binding_dataset_only	The human ZSCAN21 target-set record contains ADAM22, but no primary exact ZSCAN21 occupancy plus perturbation evidence for ADAM22 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_474	zscan21|anxa2|human	ZSCAN21	ANXA2	human	ZSCAN21 ANXA2 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZSCAN21_TARGET_GENES.html	binding_dataset_only	The human ZSCAN21 target-set record contains ANXA2, but no primary exact ZSCAN21 occupancy plus perturbation evidence for ANXA2 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_475	zscan21|cd8a|human	ZSCAN21	CD8A	human	ZSCAN21 CD8A exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZSCAN21_TARGET_GENES.html	binding_dataset_only	The human ZSCAN21 target-set record contains CD8A, but no primary exact ZSCAN21 occupancy plus perturbation evidence for CD8A was located.	retain_database_target_profile_without_promotion	completed
search_outcome_476	zscan21|hmgb1|human	ZSCAN21	HMGB1	human	ZSCAN21 HMGB1 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZSCAN21_TARGET_GENES.html	binding_dataset_only	The human ZSCAN21 target-set record contains HMGB1, but no primary exact ZSCAN21 occupancy plus perturbation evidence for HMGB1 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_477	zscan2|ackr2|human	ZSCAN2	ACKR2	human	ZSCAN2 ACKR2 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZSCAN2_TARGET_GENES.html	binding_dataset_only	The human ZSCAN2 target-set record contains ACKR2, but no primary exact ZSCAN2 occupancy plus perturbation evidence for ACKR2 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_478	zscan2|ahsg|human	ZSCAN2	AHSG	human	ZSCAN2 AHSG exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZSCAN2_TARGET_GENES.html	binding_dataset_only	The human ZSCAN2 target-set record contains AHSG, but no primary exact ZSCAN2 occupancy plus perturbation evidence for AHSG was located.	retain_database_target_profile_without_promotion	completed
search_outcome_479	zscan2|apoa1|human	ZSCAN2	APOA1	human	ZSCAN2 APOA1 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZSCAN2_TARGET_GENES.html	binding_dataset_only	The human ZSCAN2 target-set record contains APOA1, but no primary exact ZSCAN2 occupancy plus perturbation evidence for APOA1 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_480	zscan2|c3|human	ZSCAN2	C3	human	ZSCAN2 C3 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZSCAN2_TARGET_GENES.html	binding_dataset_only	The human ZSCAN2 target-set record contains C3, but no primary exact ZSCAN2 occupancy plus perturbation evidence for C3 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_481	zscan31|adam17|human	ZSCAN31	ADAM17	human	ZSCAN31 ADAM17 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZSCAN31_TARGET_GENES.html	binding_dataset_only	The human ZSCAN31 target-set record contains ADAM17, but no primary exact ZSCAN31 occupancy plus perturbation evidence for ADAM17 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_482	zscan31|cadm1|human	ZSCAN31	CADM1	human	ZSCAN31 CADM1 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZSCAN31_TARGET_GENES.html	binding_dataset_only	The human ZSCAN31 target-set record contains CADM1, but no primary exact ZSCAN31 occupancy plus perturbation evidence for CADM1 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_483	zscan31|cmklr1|human	ZSCAN31	CMKLR1	human	ZSCAN31 CMKLR1 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZSCAN31_TARGET_GENES.html	binding_dataset_only	The human ZSCAN31 target-set record contains CMKLR1, but no primary exact ZSCAN31 occupancy plus perturbation evidence for CMKLR1 was located.	retain_database_target_profile_without_promotion	completed
