priority_rank	priority_score	priority_tier	search_lane	active_search_eligible	queue_state	queue_key	regulator_symbol	target_symbol	species_scope	target_graph_modules	provenance_row_count	source_registries	source_record_ids	review_ids	exact_pair_statuses	primary_and_corroborating_citations	dispositions	review_status	evidence_confidence_tier	evidence_tier_basis	search_outcome_status	next_action
3385	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf518a|ado|human	ZNF518A	ADO	human	20B	2	TFLink	tflink:human:001099:69b7e7487377	public_tf_evidence_batch007_pair_09_16	no_exact_pair_support_found_in_bounded_search		retain_database_candidate_as_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3386	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf529|ada|human	ZNF529	ADA	human	20B	1	TFLink	tflink:human:001458:21fa52a6bd97	public_tf_evidence_batch011_pair_11_1	binding_dataset_only_not_promotable	https://tflink.net/download/#interaction-gmt	retain_database_candidate_as_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3387	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf529|aldoa|human	ZNF529	ALDOA	human		1	TFLink	tflink:human:001458:21fa52a6bd97	public_tf_evidence_batch011_pair_11_4	binding_dataset_only_not_promotable	https://tflink.net/download/#interaction-gmt	retain_database_candidate_as_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3388	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf529|sdc4|human	ZNF529	SDC4	human	20B;23B;24B	1	TFLink	tflink:human:001458:21fa52a6bd97	public_tf_evidence_batch011_pair_11_2	binding_dataset_only_not_promotable	https://tflink.net/download/#interaction-gmt	retain_database_candidate_as_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3389	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf529|thra|human	ZNF529	THRA	human	22B	1	TFLink	tflink:human:001458:21fa52a6bd97	public_tf_evidence_batch011_pair_11_3	binding_dataset_only_not_promotable	https://tflink.net/download/#interaction-gmt	retain_database_candidate_as_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3390	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf530|acsl3|human	ZNF530	ACSL3	human		1	TFLink	tflink:human:001487:47284dde43f4	public_tf_evidence_batch011_pair_14_4	binding_dataset_only_not_promotable	https://tflink.net/download/#interaction-gmt	retain_database_candidate_as_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3391	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf530|rgmb|human	ZNF530	RGMB	human	20B	1	TFLink	tflink:human:001487:47284dde43f4	public_tf_evidence_batch011_pair_14_1	binding_dataset_only_not_promotable	https://tflink.net/download/#interaction-gmt	retain_database_candidate_as_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3392	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf530|sdc4|human	ZNF530	SDC4	human	20B;23B;24B	1	TFLink	tflink:human:001487:47284dde43f4	public_tf_evidence_batch011_pair_14_2	binding_dataset_only_not_promotable	https://tflink.net/download/#interaction-gmt	retain_database_candidate_as_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3393	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf530|stat6|human	ZNF530	STAT6	human	22B	1	TFLink	tflink:human:001487:47284dde43f4	public_tf_evidence_batch011_pair_14_3	binding_dataset_only_not_promotable	https://tflink.net/download/#interaction-gmt	retain_database_candidate_as_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3394	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf544|bcl7c|human	ZNF544	BCL7C	human		1	TFLink	tflink:human:001524:84f64e2f7782	public_tf_evidence_batch014_pair_16_1	binding_dataset_only_not_promotable	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF544_TARGET_GENES.html;https://pubmed.ncbi.nlm.nih.gov/30445619/	retain_as_staging_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3395	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf544|fbxo44|human	ZNF544	FBXO44	human		1	TFLink	tflink:human:001524:84f64e2f7782	public_tf_evidence_batch014_pair_16_2	binding_dataset_only_not_promotable	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF544_TARGET_GENES.html;https://pubmed.ncbi.nlm.nih.gov/30445619/	retain_as_staging_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3396	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf544|tom1|human	ZNF544	TOM1	human		1	TFLink	tflink:human:001524:84f64e2f7782	public_tf_evidence_batch014_pair_16_3	binding_dataset_only_not_promotable	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF544_TARGET_GENES.html;https://pubmed.ncbi.nlm.nih.gov/30445619/	retain_as_staging_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3397	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf548|arl4a|human	ZNF548	ARL4A	human		1	TFLink	tflink:human:001455:60efdd46fcc5	public_tf_evidence_batch012_pair_15_2	database_membership_only_not_promotable	https://ccsm.uth.edu/DRMref/gene_analysis_result.cgi?page=page&quick_search=ARL4A&type=quick_search;https://pubmed.ncbi.nlm.nih.gov/28273063/	retain_database_candidate_as_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3398	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf548|atp6v0e2|human	ZNF548	ATP6V0E2	human		1	TFLink	tflink:human:001455:60efdd46fcc5	public_tf_evidence_batch012_pair_15_3	database_membership_only_not_promotable	https://tflink.net/download/#interaction-gmt	retain_database_candidate_as_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3399	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf548|atp9b|human	ZNF548	ATP9B	human		1	TFLink	tflink:human:001455:60efdd46fcc5	public_tf_evidence_batch012_pair_15_4	database_membership_only_not_promotable	https://tflink.net/download/#interaction-gmt	retain_database_candidate_as_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3400	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf548|stat6|human	ZNF548	STAT6	human	22B	1	TFLink	tflink:human:001455:60efdd46fcc5	public_tf_evidence_batch012_pair_15_1	database_membership_only_not_promotable	https://tflink.net/download/#interaction-gmt	retain_database_candidate_as_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3401	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf549|adgrb1|human	ZNF549	ADGRB1	human	23B	2	TFLink	tflink:human:001248:8283263ccfd1	public_tf_evidence_batch006_pair_25_77	binding_dataset_only_not_promotable	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF549_TARGET_GENES.html	retain_database_candidate_as_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3402	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf554|acvr1|human	ZNF554	ACVR1	human	20B	3	TFLink	tflink:human:000888:b1bbf782bf13	public_tf_evidence_batch002_pair_037	no_exact_pair_support_found_in_bounded_search		retain_database_candidate_as_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3403	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf554|adam10|human	ZNF554	ADAM10	human	23B	3	TFLink	tflink:human:000888:b1bbf782bf13	public_tf_evidence_batch002_pair_038	no_exact_pair_support_found_in_bounded_search		retain_database_candidate_as_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3404	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf554|adam22|human	ZNF554	ADAM22	human	20B;23B	3	TFLink	tflink:human:000888:b1bbf782bf13	public_tf_evidence_batch002_pair_039	no_exact_pair_support_found_in_bounded_search		retain_database_candidate_as_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3405	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf554|adam9|human	ZNF554	ADAM9	human	20B	3	TFLink	tflink:human:000888:b1bbf782bf13	public_tf_evidence_batch002_pair_040	no_exact_pair_support_found_in_bounded_search		retain_database_candidate_as_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3406	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf555|ada|human	ZNF555	ADA	human	20B	1	TFLink	tflink:human:001477:f6323ca8ce55	public_tf_evidence_batch010_pair_22_1	binding_dataset_only_not_promotable	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF555_TARGET_GENES.html	retain_database_candidate_as_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3407	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf555|il16|human	ZNF555	IL16	human	20B	1	TFLink	tflink:human:001477:f6323ca8ce55	public_tf_evidence_batch010_pair_22_2	binding_dataset_only_not_promotable	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF555_TARGET_GENES.html	retain_database_candidate_as_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3408	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf555|rora|human	ZNF555	RORA	human	20B	1	TFLink	tflink:human:001477:f6323ca8ce55	public_tf_evidence_batch010_pair_22_3	binding_dataset_only_not_promotable	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF555_TARGET_GENES.html	retain_database_candidate_as_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3409	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf555|sdc4|human	ZNF555	SDC4	human	20B;23B;24B	1	TFLink	tflink:human:001477:f6323ca8ce55	public_tf_evidence_batch010_pair_22_4	binding_dataset_only_not_promotable	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF555_TARGET_GENES.html	retain_database_candidate_as_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3410	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf560|aagab|human	ZNF560	AAGAB	human		1	TFLink	tflink:human:001466:4299060daf44	public_tf_evidence_batch012_pair_16_2	binding_dataset_only_not_promotable	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF560_TARGET_GENES.html;https://pubmed.ncbi.nlm.nih.gov/30445619/	retain_as_staging_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3411	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf560|ada|human	ZNF560	ADA	human	20B	1	TFLink	tflink:human:001466:4299060daf44	public_tf_evidence_batch012_pair_16_1	binding_dataset_only_not_promotable	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF560_TARGET_GENES.html;https://pubmed.ncbi.nlm.nih.gov/30445619/	retain_as_staging_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3412	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf560|aldoa|human	ZNF560	ALDOA	human		1	TFLink	tflink:human:001466:4299060daf44	public_tf_evidence_batch012_pair_16_3	binding_dataset_only_not_promotable	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF560_TARGET_GENES.html;https://pubmed.ncbi.nlm.nih.gov/30445619/	retain_as_staging_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3413	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf560|angptl6|human	ZNF560	ANGPTL6	human		1	TFLink	tflink:human:001466:4299060daf44	public_tf_evidence_batch012_pair_16_4	binding_dataset_only_not_promotable	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF560_TARGET_GENES.html;https://pubmed.ncbi.nlm.nih.gov/30445619/	retain_as_staging_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3414	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf574|acvr1c|human	ZNF574	ACVR1C	human	20B	2	TFLink	tflink:human:000881:273afb5f3d3e	public_tf_evidence_batch002_pair_042	no_exact_pair_support_found_in_bounded_search		retain_database_candidate_as_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3415	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf574|acvr1|human	ZNF574	ACVR1	human	20B	2	TFLink	tflink:human:000881:273afb5f3d3e	public_tf_evidence_batch002_pair_041	no_exact_pair_support_found_in_bounded_search		retain_database_candidate_as_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3416	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf574|adam22|human	ZNF574	ADAM22	human	20B;23B	2	TFLink	tflink:human:000881:273afb5f3d3e	public_tf_evidence_batch002_pair_043	no_exact_pair_support_found_in_bounded_search		retain_database_candidate_as_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3417	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf574|adgre5|human	ZNF574	ADGRE5	human	23B	2	TFLink	tflink:human:000881:273afb5f3d3e	public_tf_evidence_batch002_pair_044	no_exact_pair_support_found_in_bounded_search		retain_database_candidate_as_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
