module22a_handoff_id	coverage_id	pair_key	pair_label_canonical	pathway_reuse_keys	terminal_tf_entities	module21a_evidence_ids	tf_program_evidence_ids	handoff_status	terminal_tf_status	search_boundary	limitations
M22A-HANDOFF-005074	M21A-PAIR-005074	timp1 cd63	Timp1 Cd63					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005075	M21A-PAIR-005075	timp1 fgfr2	Timp1 Fgfr2					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005076	M21A-PAIR-005076	timp2 cd44	Timp2 Cd44					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005077	M21A-PAIR-005077	timp2 itga3	Timp2 Itga3					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005078	M21A-PAIR-005078	timp2 itgb1	Timp2 Itgb1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005079	M21A-PAIR-005079	timp3 agtr2	Timp3 Agtr2					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005080	M21A-PAIR-005080	timp3 cd44	Timp3 Cd44					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005081	M21A-PAIR-005081	timp3 ddr1	Timp3 Ddr1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005082	M21A-PAIR-005082	timp3 kdr	Timp3 Kdr					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005083	M21A-PAIR-005083	timp3 met	Timp3 Met					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005084	M21A-PAIR-005084	tln1 itgb3	Tln1 Itgb3					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005085	M21A-PAIR-005085	tln1 itgb5	Tln1 Itgb5					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005086	M21A-PAIR-005086	tnc cntn1	Tnc Cntn1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005087	M21A-PAIR-005087	tnc egfr	Tnc Egfr					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005088	M21A-PAIR-005088	tnc itga2	Tnc Itga2					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005089	M21A-PAIR-005089	tnc itga5	Tnc Itga5					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005090	M21A-PAIR-005090	tnc itga7	Tnc Itga7					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005091	M21A-PAIR-005091	tnc ptprb	Tnc Ptprb					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005092	M21A-PAIR-005092	tnc ptprz1	Tnc Ptprz1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005093	M21A-PAIR-005093	tnf celsr2	Tnf Celsr2					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005094	M21A-PAIR-005094	tnf fas	Tnf Fas					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005095	M21A-PAIR-005095	tnf ffar2	Tnf Ffar2					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005096	M21A-PAIR-005096	tnf flt4	Tnf Flt4					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005097	M21A-PAIR-005097	tnf icos	Tnf Icos					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005098	M21A-PAIR-005098	tnf notch1	Tnf Notch1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005099	M21A-PAIR-005099	tnf ptprs	Tnf Ptprs					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005100	M21A-PAIR-005100	tnf sema4c	Tnf Sema4c					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005101	M21A-PAIR-005101	tnf tnfrsf21	Tnf Tnfrsf21					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005102	M21A-PAIR-005102	tnf tradd	Tnf Tradd					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005103	M21A-PAIR-005103	tnf traf2	Tnf Traf2					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005104	M21A-PAIR-005104	tnf trpm2	Tnf Trpm2					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005105	M21A-PAIR-005105	tnfsf10 ccr6	Tnfsf10 Ccr6					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005106	M21A-PAIR-005106	tnfsf10 ripk1	Tnfsf10 Ripk1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005107	M21A-PAIR-005107	tnfsf10 tnfrsf11b	Tnfsf10 Tnfrsf11b					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005108	M21A-PAIR-005108	tnfsf12 cd163	Tnfsf12 Cd163					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005109	M21A-PAIR-005109	tnfsf12 tnfrsf25	Tnfsf12 Tnfrsf25					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005110	M21A-PAIR-005110	tnfsf12 tnfrsf8	Tnfsf12 Tnfrsf8					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005111	M21A-PAIR-005111	tnfsf13 fas	Tnfsf13 Fas					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005112	M21A-PAIR-005112	tnfsf13 sdc2	Tnfsf13 Sdc2					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005113	M21A-PAIR-005113	tnfsf13 tnfrsf11b	Tnfsf13 Tnfrsf11b					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005114	M21A-PAIR-005114	tnfsf13 tnfrsf14	Tnfsf13 Tnfrsf14					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005115	M21A-PAIR-005115	tnfsf13 tnfrsf1a	Tnfsf13 Tnfrsf1a					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005116	M21A-PAIR-005116	tnfsf13b cd40	Tnfsf13b Cd40					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005117	M21A-PAIR-005117	tnfsf13b tfrc	Tnfsf13b Tfrc					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005118	M21A-PAIR-005118	tnfsf4 traf2	Tnfsf4 Traf2					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005119	M21A-PAIR-005119	tph1 htr1a	Tph1 Htr1a					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005120	M21A-PAIR-005120	tph1 htr1b	Tph1 Htr1b					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005121	M21A-PAIR-005121	tph1 htr1d	Tph1 Htr1d					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005122	M21A-PAIR-005122	tph1 htr1f	Tph1 Htr1f					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005123	M21A-PAIR-005123	tph1 htr2a	Tph1 Htr2a					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005124	M21A-PAIR-005124	tph1 htr2b	Tph1 Htr2b					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005125	M21A-PAIR-005125	tph1 htr2c	Tph1 Htr2c					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005126	M21A-PAIR-005126	tph1 htr4	Tph1 Htr4					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005127	M21A-PAIR-005127	tph1 htr5a	Tph1 Htr5a					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005128	M21A-PAIR-005128	tph1 htr6	Tph1 Htr6					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005129	M21A-PAIR-005129	tph1 htr7	Tph1 Htr7					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005130	M21A-PAIR-005130	tpsb2 f2rl1	Tpsb2 F2rl1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005131	M21A-PAIR-005131	trf adrb2	Trf Adrb2					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005132	M21A-PAIR-005132	trf hfe	Trf Hfe					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005133	M21A-PAIR-005133	trf ldlr	Trf Ldlr					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005134	M21A-PAIR-005134	trf lrp2	Trf Lrp2					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005135	M21A-PAIR-005135	trf tfr2	Trf Tfr2					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005136	M21A-PAIR-005136	trf tfrc	Trf Tfrc					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005137	M21A-PAIR-005137	trh trhr	Trh Trhr					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005138	M21A-PAIR-005138	try10 f2r	Try10 F2r					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005139	M21A-PAIR-005139	try10 f2rl1	Try10 F2rl1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005140	M21A-PAIR-005140	try10 f2rl2	Try10 F2rl2					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005141	M21A-PAIR-005141	try10 f2rl3	Try10 F2rl3					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005142	M21A-PAIR-005142	try10 pard3	Try10 Pard3					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005143	M21A-PAIR-005143	try4 f2r	Try4 F2r					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005144	M21A-PAIR-005144	try4 f2rl1	Try4 F2rl1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005145	M21A-PAIR-005145	try4 f2rl2	Try4 F2rl2					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
