evidence_id	pathway_reuse_key	source_locators	species	cell_type_model	assay_or_perturbation	relation_type	evidence_layer	pathway_branch	confidence_tier	evidence_summary	limitations
M21A-PAIR-EVID-4216		PMID:17197447 https://pubmed.ncbi.nlm.nih.gov/17197447/; DOI:10.1074/jbc.M607705200; URL:https://pubmed.ncbi.nlm.nih.gov/?term=%22cxcl2%22+%22cxcr1%22	mouse; human comparator	mouse recombinant/cellular CXCR1 systems; exact CXCL2-CXCR1 model not established	CXCR1 binding, GTP-gamma-S activation, and chemotaxis assays with mCXCL6/IL-8; bounded exact-pair search for CXCL2	No qualifying exact CXCL2-CXCR1 evidence located	no_evidence_boundary	mCXCL6/IL-8 -> CXCR1 is the supported mouse CXCR1 branch; CXCL2 -> CXCR1 unresolved	low	mCXCL6/IL-8 -> CXCR1 is the supported mouse CXCR1 branch; CXCL2 -> CXCR1 unresolved	The primary mouse study tests mCXCL6/IL-8 rather than CXCL2. Human CXCR1 ligand promiscuity and CXCR2-family biology cannot be transferred to this exact mouse-symbol pair.
M21A-PAIR-EVID-4217	M21A-REUSE-1985	PMID:41903444 https://pubmed.ncbi.nlm.nih.gov/41903444/; PMID:33688078 https://pubmed.ncbi.nlm.nih.gov/33688078/	human	recombinant/human CXCR1/CXCR2 biosensor systems; receptor-expressing cells	CXCL5 stimulation; G-alpha-i, beta-arrestin, GRK, internalization, and ERK biosensors; N-terminally processed CXCL5 receptor-activation assays	CXCL5 direct CXCR1 receptor activation, with processing-dependent receptor usage	binding_activation;receptor_proximal_relay	CXCL5 -> CXCR1 -> biased Gi/beta-arrestin proximal signaling	medium	CXCL5 -> CXCR1 -> biased Gi/beta-arrestin proximal signaling	The direct CXCR1 evidence is human biosensor/receptor-activation evidence and the processing study shows that N-terminal cleavage changes CXCR1 potency. No purified full-length ligand affinity, SCI model, or terminal TF was measured.
M21A-PAIR-EVID-4218	M21A-REUSE-1986	PMCID:PMC5029092 https://pmc.ncbi.nlm.nih.gov/articles/PMC5029092/	human decorin/TLR2 binding; mouse macrophage comparator systems	purified human decorin and recombinant human TLR2; HEK-TLR2 reporter cells; mouse thioglycollate-elicited macrophages	decorin pull-down and microscale thermophoresis; TLR2 reporter; TLR2-dependent MAPK activation and TNF/IL-12 release	DCN direct TLR2 binding with receptor-dependent inflammatory relay and macrophage function	binding_activation;receptor_proximal_relay;downstream_pathway_function	DCN -> TLR2 -> p38/ERK/NF-kB inflammatory signaling -> TNF/IL-12	medium-high	DCN -> TLR2 -> p38/ERK/NF-kB inflammatory signaling -> TNF/IL-12	Decorin also binds/signals through TLR4, and the strongest assays use soluble intact decorin plus macrophage/reporter systems. NF-kB reporter activity does not justify assigning a specific terminal TF, and no SCI receiver model was used.
M21A-PAIR-EVID-4219	M21A-REUSE-1987	PMID:11742004 https://pubmed.ncbi.nlm.nih.gov/11742004/; DOI:10.1074/jbc.M111131200	mouse; recombinant DKK2 domain	NIH3T3 cells with ectopic LRP6	Conditioned recombinant DKK2 C2 domain; LRP5/6-blocking antibody; LEF-1 reporter	DKK2 C2-dependent LRP6 activation and canonical Wnt reporter function	binding_activation;receptor_proximal_relay;downstream_pathway_function	DKK2 C2 -> LRP6 -> Dvl-independent canonical Wnt/LEF-1 signaling	medium	DKK2 C2 -> LRP6 -> Dvl-independent canonical Wnt/LEF-1 signaling	The decisive assay uses the processed DKK2 cysteine-rich C2 domain and ectopic LRP6, not intact full-length DKK2 in a native SCI cell. LEF-1 reporter activity is pathway-level and not a terminal-TF assignment.
M21A-PAIR-EVID-4220	M21A-REUSE-1988	PMID:15652348 https://pubmed.ncbi.nlm.nih.gov/15652348/; DOI:10.1016/j.yexcr.2004.10.001; PMID:26791579 https://pubmed.ncbi.nlm.nih.gov/26791579/	mouse; mammalian cell systems	mouse Dlk1-manipulated tissues; mammalian cell lines; recombinant/mammalian two-hybrid Notch1 interaction assays	DLK1/NOTCH1 domain interaction; Dlk1 gain/loss; Notch reporter and NOTCH1 activation readouts	DLK1 direct noncanonical NOTCH1 interaction with receptor-dependent inhibition	binding_activation;receptor_proximal_relay;downstream_pathway_function	DLK1 -> NOTCH1 -> reduced canonical NICD/Notch reporter activation	medium-high	DLK1 -> NOTCH1 -> reduced canonical NICD/Notch reporter activation	DLK1 lacks the canonical DSL domain and functions mainly as an antagonist; interaction and signaling direction are context dependent. No SCI receiver model or RBPJ/terminal TF assignment was directly validated.
M21A-PAIR-EVID-4221	M21A-REUSE-1989	PMID:21419176 https://pubmed.ncbi.nlm.nih.gov/21419176/; DOI:10.1016/j.bbamcr.2011.03.004	mouse; mammalian cell systems	mouse embryo fibroblast and preadipocyte models; recombinant/mammalian Notch ligand-receptor assays	DLK2/NOTCH1 interaction mapping; receptor-dependent Notch reporter and differentiation assays	DLK2 direct noncanonical NOTCH1 interaction with receptor-dependent inhibition	binding_activation;receptor_proximal_relay;downstream_pathway_function	DLK2 -> NOTCH1 -> inhibitory Notch pathway modulation -> altered differentiation	medium-high	DLK2 -> NOTCH1 -> inhibitory Notch pathway modulation -> altered differentiation	This is noncanonical inhibitory ligand biology, not canonical DSL agonism; newer differentiation phenotypes do not establish universal affinity, stoichiometry, or a single downstream TF. No SCI receiver model was measured.
M21A-PAIR-EVID-4222	M21A-REUSE-1990	PMID:23839946 https://pubmed.ncbi.nlm.nih.gov/23839946/; PMID:30289388 https://pubmed.ncbi.nlm.nih.gov/30289388/; PMID:29398116 https://pubmed.ncbi.nlm.nih.gov/29398116/	human; mouse; mammalian cell systems	Notch1 reporter cells; purified/recombinant DLL1 and Notch1 ectodomains; mouse/chick developmental and stromal-cell systems	DLL1-Notch1 cell binding; calcium-dependent ectodomain binding; Notch1 reporter activation; ligand-presenting co-culture and single-cell target-gene dynamics	DLL1 direct NOTCH1 binding with canonical receptor activation and downstream Notch function	binding_activation;receptor_proximal_relay;downstream_pathway_function	DLL1 -> NOTCH1 -> NICD/Notch transcriptional program including HES1 dynamics	medium-high	DLL1 -> NOTCH1 -> NICD/Notch transcriptional program including HES1 dynamics	DLL1 is membrane-presented and requires ligand endocytosis/mechanical context for productive signaling; adhesion assays can report binding without activation. The cited work does not assign a unique terminal TF for this row.
M21A-PAIR-EVID-4223	M21A-REUSE-1991	PMID:25255288; https://pubmed.ncbi.nlm.nih.gov/25255288/; PMID:30289388; https://pubmed.ncbi.nlm.nih.gov/30289388/	human; mouse; mammalian recombinant systems	mouse mast cells on Dll1/Dll4-expressing stromal cells; mammalian Notch1/Notch2 reporter and co-culture systems	Dll1/Dll4 ectodomain binding and cell adhesion; ligand-presenting co-culture; Notch1/Notch2 activation assays with ligand ectodomain and chimeric-ligand comparisons	DLL1 directly engages NOTCH2 and is an effective NOTCH2 agonist in cell-based assays; the mast-cell adhesion result is separable from productive Notch activation	binding_activation;receptor_proximal_relay;downstream_pathway_function	DLL1 -> NOTCH2 -> ligand-triggered proteolysis -> canonical NICD/RBPJ Notch program	medium-high	DLL1 -> NOTCH2 -> ligand-triggered proteolysis -> canonical NICD/RBPJ Notch program	The mast-cell paper specifically separates adhesion from signaling, while the activation comparison is cell-based and ligand-presentation dependent. DLL1/NOTCH2 potency varies with ectodomain context, glycosylation, cis/trans geometry, and mechanical pulling; no SCI receiver model or unique terminal TF was established.
M21A-PAIR-EVID-4224		PMID:30289388; https://pubmed.ncbi.nlm.nih.gov/30289388/; PMID:23839946; https://pubmed.ncbi.nlm.nih.gov/23839946/; https://pubmed.ncbi.nlm.nih.gov/?term=DLL1+NOTCH3	human; mouse; comparator Notch systems	No qualifying exact DLL1-NOTCH3 model recovered; neighboring DLL1/DLL4-NOTCH1/2 recombinant and reporter systems	Bounded exact-pair PubMed/PMC search; comparator studies tested NOTCH1 and NOTCH2 activation or DLL1-NOTCH1 binding, not an exact DLL1-NOTCH3 ligand assay	No qualifying exact DLL1-NOTCH3 binding, activation, receptor-proximal relay, or downstream function was located	none_found	DLL1 -> NOTCH3 canonical Notch branch unresolved	low	DLL1 -> NOTCH3 canonical Notch branch unresolved	NOTCH3 expression in a comparator cell line and shared canonical Notch biology do not establish DLL1-NOTCH3 binding or activation. The cited primary studies resolve DLL1/DLL4 with NOTCH1/NOTCH2 or DLL1 with NOTCH1; no exact NOTCH3 assay was transferred.
M21A-PAIR-EVID-4225	M21A-REUSE-1992	PMID:25700513; PMCID:PMC4445638; DOI:10.1126/science.1261093; PMID:24359737; PMCID:PMC3882513; DOI:10.1016/j.bpj.2013.11.012; PMID:30681366; PMCID:PMC6580391; DOI:10.1152/ajpheart.00610.2018	human; rat comparator	Human NOTCH1 recombinant ectodomains and reporter cells; NOTCH1-eGFP cells with membrane-tethered DLL4; human endothelial cells and rat mesenteric microvessels	Notch1-DLL4 crystal structure and SPR; membrane-tethered DLL4 binding, oligomerization, and Notch reporter activation; soluble DLL4 stimulation with gamma-secretase/PKA perturbation and HES1/HEY1 readouts	DLL4 directly binds and activates NOTCH1, with productive signaling requiring ligand presentation and mechanical/trafficking context; downstream endothelial barrier function is separately supported	binding_activation;receptor_proximal_relay;downstream_pathway_function	DLL4 -> NOTCH1 -> S2/S3 cleavage -> NICD/RBPJ -> HES1/HEY1 and endothelial barrier branch	high	DLL4 -> NOTCH1 -> S2/S3 cleavage -> NICD/RBPJ -> HES1/HEY1 and endothelial barrier branch	Recombinant ectodomains, immobilized or soluble DLL4, and endothelial comparator models do not define a universal in vivo relay. Activation is presentation-, density-, glycosylation-, actin-, and force-dependent; PKA/barrier outputs are not evidence for a unique intermediate adaptor; no SCI receiver weighting was assigned.
M21A-PAIR-EVID-4226	M21A-REUSE-1993	PMID:30289388; https://pubmed.ncbi.nlm.nih.gov/30289388/; PMID:25255288; https://pubmed.ncbi.nlm.nih.gov/25255288/	human; mouse; mammalian recombinant systems	Mammalian Notch1/Notch2 reporter and co-culture systems; mouse mast-cell adhesion system	DLL1/DLL4 ectodomain comparison; ligand-presenting co-culture; NOTCH1/NOTCH2 activation assays normalized to DLL1	DLL4 activates NOTCH2 in cell-based assays but preferentially activates NOTCH1; the exact row supports a receptor-specific DLL4-NOTCH2 activation branch, not equivalence with DLL4-NOTCH1	binding_activation;receptor_proximal_relay	DLL4 -> NOTCH2 -> canonical ligand-triggered Notch proteolysis and NICD/RBPJ signaling	medium	DLL4 -> NOTCH2 -> canonical ligand-triggered Notch proteolysis and NICD/RBPJ signaling	The primary comparison emphasizes DLL4 preference for NOTCH1 over NOTCH2 and does not provide a dedicated biophysical DLL4-NOTCH2 affinity measurement. Ligand ectodomain, receptor glycosylation, cell presentation, and cis/trans context affect activity; no unique terminal TF or SCI model was measured.
M21A-PAIR-EVID-4227	M21A-REUSE-1994	PMID:12840057; PMCID:PMC162283; https://pubmed.ncbi.nlm.nih.gov/12840057/	human EDIL3 with mouse, rabbit, chick, and human endothelial comparator systems	Human Del-1/EDIL3 protein; HUVECs, human microvascular endothelial cells, alphaVbeta5-positive HT29 cells, chick CAM, mouse beta5/beta3-null angiogenesis models, rabbit and mouse ischemic muscle	Purified-integrin binding; endothelial adhesion and function-blocking antibodies; beta5/beta3-null Matrigel and ischemic angiogenesis; Del-1 induction of HoxD3 and integrin beta3	EDIL3/Del-1 directly engages alphaV-containing integrins, with the initiating endothelial angiogenic branch assigned most specifically to alphaVbeta5; alphaV is a subunit-level queue label, not a standalone receptor complex	binding_activation;receptor_proximal_relay;downstream_pathway_function	EDIL3 -> alphaVbeta5-containing integrin -> HoxD3 -> alphaVbeta3 expression and angiogenic endothelial program	medium-high	EDIL3 -> alphaVbeta5-containing integrin -> HoxD3 -> alphaVbeta3 expression and angiogenic endothelial program	The submitted ITGAV label does not specify beta-chain partner; the decisive receptor is alphaVbeta5 for initiation, while alphaVbeta3 is required downstream for angiogenesis. HoxD3 and angiogenesis were measured in endothelial/ischemia models, not SCI astrocytes, and integrin activation state, matrix presentation, and RGD-dependent avidity remain unresolved.
M21A-PAIR-EVID-4228	M21A-REUSE-1995	PMID:12840057; PMCID:PMC162283; https://pubmed.ncbi.nlm.nih.gov/12840057/; PMID:32280065; DOI:10.1074/jbc.RA120.013024; PMCID:PMC7247308	human; mouse; chick; rabbit comparator systems	Human endothelial cells and purified integrins; mouse and rabbit ischemic tissues; mouse MC3T3-E1 and primary calvarial osteoblasts	Del-1/EDIL3 binding to purified alphaVbeta3; alphaVbeta3 blockade and knockout angiogenesis; beta3 knockdown, FAK/ERK1/2 inhibitors, and Runx2 osteogenic readouts	EDIL3 directly engages beta3-containing alphaVbeta3 and supports beta3-dependent endothelial or osteogenic function; the osteogenic FAK-ERK1/2-RUNX2 branch is distinct from the alphaVbeta5-initiated HoxD3 branch	binding_activation;receptor_proximal_relay;downstream_pathway_function	EDIL3 -> alphaVbeta3 -> FAK/ERK1/2 -> RUNX2-dependent osteogenic program; parallel beta3-dependent endothelial angiogenesis branch	medium-high	EDIL3 -> alphaVbeta3 -> FAK/ERK1/2 -> RUNX2-dependent osteogenic program; parallel beta3-dependent endothelial angiogenesis branch	ITGB3 is a receptor subunit and the exact alpha partner is not independently resolved by the queue label. The angiogenesis and osteogenesis studies use non-SCI endothelial or osteoprogenitor contexts, RGD/integrin activation dependence, and pharmacologic or genetic perturbations; RUNX2 does not establish a universal receiver-cell endpoint.
M21A-PAIR-EVID-4229		PMID:22568954; PMCID:PMC3499309; DOI:10.4161/cam.19620; https://pubmed.ncbi.nlm.nih.gov/22568954/	human; mouse; rat comparator tissue	Recombinant human EphA receptor Fc panel and ephrin-A2 Fc; mouse brain profiling and rat striatal comparator tissue	Biotinylated ephrin-A2 Fc ELISA and Eph-receptor pull-down/mass-spectrometry profiling	EFNA2 directly binds EPHA2 in a recombinant EphA-panel assay, with weaker apparent binding than several other ephrin-A ligands; receptor activation was not established for this exact pair	binding_activation	EFNA2 -> EPHA2 EphA-RTK binding branch; exact kinase/adaptor relay unresolved	medium	EFNA2 -> EPHA2 EphA-RTK binding branch; exact kinase/adaptor relay unresolved	The evidence is recombinant Fc-fusion binding and apparent affinity, not endogenous SCI-cell engagement or a receptor-phosphorylation experiment. Ephrin-A ligand promiscuity, avidity, receptor density, and tissue selectivity limit extrapolation; no terminal TF was measured.
M21A-PAIR-EVID-4230	M21A-REUSE-1996	PMID:22568954; PMCID:PMC3499309; DOI:10.4161/cam.19620; PMID:11053419; https://pubmed.ncbi.nlm.nih.gov/11053419/	human; mouse; recombinant receptor and cell systems	Recombinant EphA3/ephrin-A2 systems; ephrin-A2-expressing cells and receptor-expressing cells	Ephrin-A2 Fc binding panel; EphA3-mediated ephrin-A2 activation; beta1-integrin adhesion and tyrosine-phosphorylated 120-kDa protein readouts	EFNA2 binds and activates EPHA3 and can initiate ephrin-A2 reverse signaling that increases beta1-integrin-dependent adhesion	binding_activation;receptor_proximal_relay;downstream_pathway_function	EFNA2 <-> EPHA3 -> ephrin-A2 reverse signaling -> beta1-integrin-dependent adhesion	medium-high	EFNA2 <-> EPHA3 -> ephrin-A2 reverse signaling -> beta1-integrin-dependent adhesion	The functional endpoint is reverse signaling in the GPI-anchored ligand cell, not a canonical forward kinase/adaptor sequence in an EPHA3 receiver. Recombinant or clustered ligand/receptor presentation and non-neural cell assays limit transfer to SCI; no terminal TF was measured.
M21A-PAIR-EVID-4231		PMID:22568954; PMCID:PMC3499309; DOI:10.4161/cam.19620; PMID:10366629; PMCID:PMC6782661; DOI:10.1523/JNEUROSCI.19-12-04962.1999	human recombinant; rat endogenous striatum	Recombinant human EphA4/ephrin-A2 Fc binding assay; P6 rat striatal EphA ligand pull-down	Ephrin-A2 Fc binds recombinant EPHA4 in the EphA panel, whereas ephrin-A2 did not precipitate endogenous EPHA4 from the tested P6 rat striatal lysate	Context-dependent EFNA2-EPHA4 binding is reported, but the exact endogenous tissue assay is negative and no activation or relay is assigned	binding_activation	EFNA2 -> EPHA4 contextual binding branch; forward/reverse relay unresolved	low-medium	EFNA2 -> EPHA4 contextual binding branch; forward/reverse relay unresolved	The positive result is recombinant Fc-fusion binding and the negative result is a tissue-specific pull-down; these are not interchangeable affinity measurements. No exact EPHA4 phosphorylation, adaptor, SCI cell, or terminal TF endpoint was recovered.
