context_id	study_id	injury_model	injury_level	injury_severity	sex	timepoint_value	timepoint_unit	tissue	injury_distance	injury_distance_unit	sample_scope	cell_type	experimental_condition	study_perturbation_status	protein_observation_count	protein_state_observation_count	protein_expression_observation_count	numeric_observation_count	missing_core_fields	missing_secondary_fields	core_context_completeness	secondary_context_completeness	refinement_priority
sci:protein:ef1ef6ecff304110	FLOW_SCI_165	mouse traumatic spinal cord injury; exact contusion/hemisection parameters not captured in first-pass extraction	thoracic; exact level not captured in first-pass extraction	not reported in first-pass extraction	not reported in first-pass extraction	7	day	spinal cord lesion			bulk lesion-centered spinal-cord tissue	spinal cord lesion tissue	SCI versus sham and CD36 inhibition	CD36 inhibition with sulfosuccinimidyl oleate and lipid-loading experiments	1	0	1	0		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:ef39dafdd82e94e2	FLOW_SCI_181	T10 forceps-compression spinal cord injury; 5-second calibrated forceps clamp	T10	compression; exact force not reported in first-pass extraction	unknown	14	day	injury core			PDGFRβ-positive pericytes in the injury core	PDGFRβ-positive pericytes	SCI	PDGFRβ inhibitor SU16f and macrophage-polarization treatment arms; untreated SCI time course retained separately	1	0	1	0		sex;injury_distance;injury_distance_unit	9/9	2/5	medium
sci:protein:efa5d164ecb71089	FLOW_SCI_341	in vivo moderate mid-thoracic contusion spinal cord injury using an Infinite Horizons impactor	T9	75 kdyn moderate contusion	male and female	56	day	lesion-centered and lumbar ventral horn			lesion-centered spinal cord sections	NF200-positive axons	SCI	Cx3cr1 knockout versus wild-type/heterozygous controls	1	0	1	0		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:efcf7f72d635db08	FLOW_SCI_464	in vivo T9 thoracic contusion spinal cord injury	T9	thoracic contusion; exact force pending extraction	male and female C57BL/6J mice; adolescent 3-month and aged 18-month cohorts	30	day	plasma			mouse plasma after thoracic T9 contusion SCI	circulating plasma	SCI versus uninjured controls	age and sex comparison; uninjured age-matched controls	2	0	2	0		injury_distance;injury_distance_unit;sample_count	9/9	2/5	medium
sci:protein:f01971e6b6a4f755	FLOW_SCI_144	weight-drop contusion SCI at T12	T12	graded contusion; 5 g weight dropped from 6 cm	female	1	hours	3 mm lesion-centered spinal cord segment; ventral horn			whole_tissue	ventral horn neurons	SCI; WT versus C3-deficient	C3-deficient mice versus wild-type mice	1	0	1	0		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:f01fc31e1c245702	FLOW_SCI_140	moderate thoracic contusion SCI	thoracic; exact vertebral level requires extraction	moderate; 50 kdyn contusion in the primary SCI experiments	unknown	0	day	normal mouse CNS-derived primary cell populations			membrane-protein extracts from primary CNS cell cultures or bEnd.3 cells	oligodendrocyte precursor cells	uninjured CNS reference cell extracts	Il1r1-null and cell-specific Il1r1 restoration/deletion; IL-1alpha and anakinra mechanistic experiments	1	0	1	0		sex;injury_distance;injury_distance_unit;sample_count	9/9	1/5	medium
sci:protein:f087c593c33d4dc7	FLOW_SCI_021	graded thoracic contusion using a MASCIS spinal cord compactor	thoracic; exact vertebral level not stated in the accessible summary	graded mild, moderate, and severe; 12.5, 25.0, or 50.0 mm drop height	female	12	hour	0.6-cm lesion-centered spinal-cord homogenate			0.6-cm lesion-centered spinal-cord homogenate	unassigned or bulk sample	Severe SCI	injury severity comparison; sham laminectomy controls	1	0	1	1		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:f0d8d7c90e41b1ab	FLOW_SCI_352	Moderate thoracic contusion SCI using the Infinite Horizons impactor	T9	50 kdyn force; 500-600 micrometre tissue displacement	adult female C57BL/6 mice, 18-20 g	1	day	contusion epicenter	0	mm	injury-epicenter spinal-cord sections	PECAM-1-positive microvessels	moderate contusion SCI and uninjured controls	untreated temporal injury study with uninjured/sham comparison	1	0	1	0		sample_count	9/9	4/5	medium
sci:protein:f0fdf852af6f8254	FLOW_SCI_011	moderate-to-severe thoracic contusion; T8 laminectomy; MASCIS 10 g weight dropped 25 mm	T8	moderate_to_severe	unknown	4	day	1 cm spinal-cord segment centered on impact site			1-cm spinal-cord segment centered on the impact site	CD3+CD8+ T cells	SCI; FTY720 versus vehicle	FTY720, 1 mg/kg daily intraperitoneally	1	0	1	1		sex;injury_distance;injury_distance_unit;sample_count	9/9	1/5	medium
sci:protein:f1867e80827a87f1	FLOW_SCI_165	mouse traumatic spinal cord injury; exact contusion/hemisection parameters not captured in first-pass extraction	thoracic; exact level not captured in first-pass extraction	not reported in first-pass extraction	not reported in first-pass extraction	7	day	spinal cord lesion			IBA1-positive microglia/macrophage-lineage cells in lesion-centered sections	IBA1-positive microglia/macrophage-lineage cells	SCI versus sham and CD36 inhibition	CD36 inhibition with sulfosuccinimidyl oleate and lipid-loading experiments	1	0	1	0		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:f2e2b638b2c0cee3	FLOW_SCI_021	graded thoracic contusion using a MASCIS spinal cord compactor	thoracic; exact vertebral level not stated in the accessible summary	graded mild, moderate, and severe; 12.5, 25.0, or 50.0 mm drop height	female	24	hour	0.6-cm lesion-centered spinal-cord homogenate			0.6-cm lesion-centered spinal-cord homogenate	unassigned or bulk sample	Severe SCI	injury severity comparison; sham laminectomy controls	1	0	1	1		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:f31d511f8f4d9ecb	FLOW_SCI_304	T5–T8 laminectomy followed by 24-g clip-compression injury	T5–T8 clip-compression region	severe clip-compression trauma in the reported model	male adult CD1 mice, 25–30 g	1	day	1 cm rostral/caudal lesion-containing spinal cord segment			lesion-containing spinal cord tissue homogenate, cytosolic fraction	spinal cord homogenate	sham, SCI, and SCI plus olprinone	olprinone administered 1 and 6 hours after SCI; injury-versus-sham observations retained	4	2	2	4		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:f351849c41045a02	FLOW_SCI_193	crush spinal cord injury	not reported in current extraction	crush injury; exact force not captured in this pass	female	14	day	injury-site spinal cord tissue			injury-site spinal-cord lysate	injury-site spinal cord lysate	SCI with vehicle, G-1, E2, G-1+G-15, or E2+G-15	G-1 agonist, estradiol, and G-15 antagonist arms	1	0	1	0		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:f3cffe06d3f85658	FLOW_SCI_152	lower-thoracic T11 contusion SCI in female C57BL/6J mice	T11	moderate 50 kdyn contusion; a 40 kdyn confirmation cohort was also used	female	7	day	T11 lesion-site spinal cord			lesion-site spinal cord homogenate	injury-site spinal cord protein extract	SCI versus laminectomy control	global CCL3 knockout versus wild-type; 50 and 40 kdyn injury cohorts	1	0	1	0		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:f44f33cd877abbbf	FLOW_SCI_211	contusive spinal cord injury; exact contusion parameters require full-text extraction	not extracted	contusion; not extracted	not reported in first-pass source review	14	day	lesion/perilesional spinal cord			lesion/perilesional spinal-cord astrocyte population	GFAP/proNGF double-positive astrocytes	SCI versus sham	untreated SCI time course with complementary astrocyte culture/LPS experiments	1	0	1	0		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:f4a2ffce7099de11	FLOW_SCI_021	graded thoracic contusion using a MASCIS spinal cord compactor	thoracic; exact vertebral level not stated in the accessible summary	graded mild, moderate, and severe; 12.5, 25.0, or 50.0 mm drop height	female	12	hour	0.6-cm lesion-centered spinal-cord homogenate			0.6-cm lesion-centered spinal-cord homogenate	unassigned or bulk sample	Mild SCI	injury severity comparison; sham laminectomy controls	1	0	1	1		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:f4a886fea7edc888	FLOW_SCI_110	70-kdyn thoracic contusion spinal cord injury	thoracic	moderate contusion; exact level not extracted in this pass	unknown	4	day	lesion and perilesional thoracic spinal cord			lesion and perilesional spinal-cord sections	CD68-positive macrophages	WT SCI versus uninjured context	IRF8-null mice, bone-marrow chimeras, C5a injection, and macrophage-transfer experiments	1	0	1	0		sex;injury_distance;injury_distance_unit	9/9	2/5	medium
sci:protein:f52aab85f9cfc933	FLOW_MSCS_ITDB_000005	C5 dorsal column lesion	C5			7	day	within 250 µm of lesion border; Ryk/GFAP co-stained tissue	250	micrometer	mixed_cell_population	unassigned or bulk sample	SCI 7 dpi; Ryk+/+ GFAPcreERT2; C5 dorsal-column lesion study	astrocytic Ryk signaling perturbation	1	0	1	1		injury_severity;sex	9/9	3/5	medium
sci:protein:f5fa75dd2aa04c3a	FLOW_SCI_032	moderate thoracic contusion SCI	T11	50 +/- 5 kDynes; 400-600 micrometers displacement	female	7	days	lesion core and surrounding spinal cord parenchyma			lesion-centered spinal cord sections	lesion-core macrophages	SCI	SLPI transgenic overexpression and recombinant SLPI treatment; untreated wild-type time-course evidence retained	1	0	1	0		injury_distance;injury_distance_unit;sample_count	9/9	2/5	medium
sci:protein:f714e16f9fdaa4d1	FLOW_SCI_462	in vivo complete T10 spinal cord transection	T10	complete transection	adult mice; sex not reported in current pass	28	day	lesion border and corticospinal axon terminations			lesion-border axon/astrocyte interface	scar-forming astrocytes	SCI wild-type and NB-3 knockout	NB-3 knockout versus wild-type; rapamycin mechanistic arm	1	0	1	0		injury_distance;injury_distance_unit;sample_count	9/9	2/5	medium
sci:protein:f73695580960f386	FLOW_MSCS_ITDB_000071	P2/P7 neonatal spinal cord crush injury at T10	T10	full crush for 2 seconds with forceps; forceps width 0.1 mm in the last 5 mm of the tips		3	day	neonatal P2 spinal-cord crush lesion; Figure 2 quantitative IF panel			whole_tissue	unassigned or bulk sample	Control	microglia manipulation	1	0	1	1		sex;injury_distance;injury_distance_unit	9/9	2/5	medium
sci:protein:f7ca7f5681a5e997	FLOW_SCI_333	lumbar spinal cord hemisection	lumbar	hemisection	not reported in accessible abstract	7	day	hemisection edges and lesion area			lesion-edge extracellular matrix; incision site	lesion-edge extracellular matrix	wild-type and Tnc-null SCI	Tnc-null versus wild-type control	3	0	3	0		injury_distance;injury_distance_unit;sample_count	9/9	2/5	medium
sci:protein:f94abcf09e0bef00	FLOW_SCI_075	T10 severe spinal cord crush injury	T10	severe crush; constant compression with forceps, exact duration not captured in first pass	female	7	day	lesion_epicenter			whole_tissue	CD31-positive microvascular endothelial cells	SCI	imatinib inhibition of PDGFRβ signaling	1	0	1	1		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:f9af55e0943760cb	FLOW_SCI_131	thoracic traumatic SCI with injury-centered spinal cord harvest	Th7-Th9 exposure	traumatic injury; exact force not reported in first pass	male	4	day	injury_center			bulk Th7-Th9 spinal-cord lysate	injury-centered spinal cord lysate	SCI	Zbtb38 lentiviral restoration; ATF4/ATF6 promoter occupancy assays; cell-culture knockdown controls	2	0	2	0		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:fa19d8a2f166bb7b	FLOW_SCI_006	thoracic contusion SCI	thoracic; exact level unknown	unknown	unknown	1	days	injured spinal cord/lesion			whole_tissue	unassigned or bulk sample	SCI plus Maresin 1 or vehicle	Maresin 1 treatment versus vehicle	1	0	1	0		injury_severity;sex;injury_distance;injury_distance_unit;sample_count	9/9	0/5	medium
sci:protein:faac2f7835f1386f	FLOW_SCI_440	in vivo traumatic spinal cord injury; contusion model	thoracic; exact level pending extraction	contusion; exact impact parameters pending extraction	not reported in current extraction	3	day	lesion border and adjacent spinal cord			whole_tissue	GFAP-positive reactive astrocytes	injured	astrocyte-conditional Zeb2 knockout versus control mice; injured and sham controls retained	1	0	1	0		injury_distance;injury_distance_unit;sample_count	9/9	2/5	medium
sci:protein:faf5711f6fc74947	FLOW_SCI_092	T8 moderate contusive spinal cord injury; 75 kDyn	T8	moderate	female	14	day	lesion-adjacent spinal cord			whole_tissue	NG2-lineage cells / EYFP-positive cells	SCI	NG2-lineage conditional Stat3 or Socs3 deletion and fate mapping	1	1	0	0		injury_distance;injury_distance_unit;sample_count	9/9	2/5	medium
sci:protein:faf9f579b3cf6217	FLOW_MSCS_ITDB_000010	moderate T9 contusive spinal cord injury using an Infinite Horizons Impactor	T9	60 kdyn moderate contusion		17	day	Epi relative to lesion epicenter (0 µm)	0	µm	mixed_cell_population	unassigned or bulk sample	Moderate contusive SCI; Control; AAV-transduced region; distance Epi	Zeb2os perturbation	1	1	0	1		sex;sample_count	9/9	3/5	medium
sci:protein:fafeeec54c587814	FLOW_SCI_009	low-thoracic contusion SCI	low thoracic; exact level unknown	unknown	female for BMDM experiments; in vivo sex unknown	1	day	injury-site spinal cord			6-mm spinal cord tissue centered on injury	microglia	SCI; WT versus CD200R1 knockout	CD200R1 knockout	1	0	1	0		injury_severity;injury_distance;injury_distance_unit;sample_count	9/9	1/5	medium
sci:protein:fb374e87208d4e75	FLOW_SCI_154	traumatic spinal cord injury in male mice; injury level and force pending extraction	thoracic injury-centered tissue; exact level pending extraction	experimental contusion or crush model; exact parameters pending extraction	male	7	day	injury epicenter and adjacent tissue			injury-centered spinal cord tissue	injury-site spinal cord protein extract	SCI versus sham	PD-L1 treatment/overexpression-related functional study with SCI versus sham time course	1	0	1	0		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:fb967fb301327d18	FLOW_SCI_021	graded thoracic contusion using a MASCIS spinal cord compactor	thoracic; exact vertebral level not stated in the accessible summary	graded mild, moderate, and severe; 12.5, 25.0, or 50.0 mm drop height	female	3	day	0.6-cm lesion-centered spinal-cord homogenate			0.6-cm lesion-centered spinal-cord homogenate	unassigned or bulk sample	Mild SCI	injury severity comparison; sham laminectomy controls	1	0	1	1		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:fbdeaf899b267992	FLOW_MSCS_ITDB_000010	moderate T9 contusive spinal cord injury using an Infinite Horizons Impactor	T9	60 kdyn moderate contusion		17	day	C1200 relative to lesion epicenter (1200 µm)	1200	µm	mixed_cell_population	unassigned or bulk sample	Moderate contusive SCI; Zeb2os KD; AAV-transduced region; distance C1200	Zeb2os perturbation	1	0	1	1		sex;sample_count	9/9	3/5	medium
sci:protein:fc67edb7f3096511	FLOW_SCI_021	graded thoracic contusion using a MASCIS spinal cord compactor	thoracic; exact vertebral level not stated in the accessible summary	graded mild, moderate, and severe; 12.5, 25.0, or 50.0 mm drop height	female	24	hour	0.6-cm lesion-centered spinal-cord homogenate			0.6-cm lesion-centered spinal-cord homogenate	unassigned or bulk sample	Severe SCI	injury severity comparison; sham laminectomy controls	1	0	1	1		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:fc69206d2f4f1cfb	FLOW_SCI_523	adult mouse spinal cord injury with microglial FBXL12 overexpression and control arms; exact injury parameters pending extraction	not reported in current extraction	not reported in current extraction	not reported in current extraction	14	day	lesion-centered spinal cord sections	0	mm	mixed_cell_population	GFAP-positive astrocytes	SCI versus sham; endogenous protein localization	AAV-Fbxl12 overexpression and multi-omics/repair arms; endogenous localization retained separately	1	0	1	0			9/9	5/5	complete
