observation_id	study_id	timepoint_id	population_id	protein	gene_symbol	assay	measurement_kind	protein_form	protein_resolution	extraction_status	evidence_grade	evidence_status	post_injury_value	timepoint_unit	tissue_region	injury_distance	injury_distance_unit	condition	perturbation_status	injury_model	injury_severity	injury_level	sex	reported_label	sample_scope	source_location	source_repository_accession	gap_reason
FLOW_SCI_412__FLOW_SCI_412_O_KI67_4D	FLOW_SCI_412	FLOW_SCI_412__FLOW_SCI_412_T4D	FLOW_SCI_412__FLOW_SCI_412_P_EPDERIVED	Ki-67	Mki67	lineage-reporter immunofluorescence	proliferation-state localization	total nuclear marker immunoreactivity	lineage-defined cell population	figure_table_transcribed	A_direct_cell_population_protein	candidate	4.0	day	central canal and lesion-adjacent spinal cord			dorsal funiculus incision versus adjacent uninjured segment	genetic lineage tracing with tamoxifen; injured versus adjacent uninjured segments	dorsal funiculus incision spinal cord injury with FoxJ1-CreER and Nestin-CreER lineage tracing	focal dorsal funiculus incision; exact lesion dimensions require extraction	thoracic spinal cord; exact level requires extraction		FoxJ1-CreER or Nestin-CreER recombined ependymal cells and progeny	genetically recombined ependymal cells and their progeny in injured spinal cord	PMCID:PMC2475541; Figures 3-6 and Supplementary Figures S7-S8; Ki67 and lineage-marker immunostaining		ambiguous_or_reporter_assay
FLOW_SCI_412__FLOW_SCI_412_O_OLIG2_1M	FLOW_SCI_412	FLOW_SCI_412__FLOW_SCI_412_T1M	FLOW_SCI_412__FLOW_SCI_412_P_EPDERIVED	OLIG2	Olig2	lineage-reporter immunofluorescence	differentiation-marker localization	total nuclear marker immunoreactivity	lineage-defined cell population	figure_table_transcribed	A_direct_cell_population_protein	candidate	1.0	month	lesion and border tissue			injured spinal cord	genetic lineage tracing with tamoxifen; injured versus adjacent uninjured segments	dorsal funiculus incision spinal cord injury with FoxJ1-CreER and Nestin-CreER lineage tracing	focal dorsal funiculus incision; exact lesion dimensions require extraction	thoracic spinal cord; exact level requires extraction		FoxJ1-CreER or Nestin-CreER recombined ependymal cells and progeny	genetically recombined ependymal cells and their progeny in injured spinal cord	PMCID:PMC2475541; Figures 3-6 and Supplementary Figures S7-S8; Ki67 and lineage-marker immunostaining		ambiguous_or_reporter_assay
FLOW_SCI_412__FLOW_SCI_412_O_SOX3_4D	FLOW_SCI_412	FLOW_SCI_412__FLOW_SCI_412_T4D	FLOW_SCI_412__FLOW_SCI_412_P_EPDERIVED	SOX3	Sox3	lineage-reporter immunofluorescence	state-transition localization	total nuclear marker immunoreactivity	lineage-defined cell population	figure_table_transcribed	A_direct_cell_population_protein	candidate	4.0	day	central canal and lesion-adjacent spinal cord			dorsal funiculus incision versus adjacent uninjured segment	genetic lineage tracing with tamoxifen; injured versus adjacent uninjured segments	dorsal funiculus incision spinal cord injury with FoxJ1-CreER and Nestin-CreER lineage tracing	focal dorsal funiculus incision; exact lesion dimensions require extraction	thoracic spinal cord; exact level requires extraction		FoxJ1-CreER or Nestin-CreER recombined ependymal cells and progeny	genetically recombined ependymal cells and their progeny in injured spinal cord	PMCID:PMC2475541; Figures 3-6 and Supplementary Figures S7-S8; Ki67 and lineage-marker immunostaining		ambiguous_or_reporter_assay
FLOW_SCI_413__FLOW_SCI_413_O_GFPBRDU_14D	FLOW_SCI_413	FLOW_SCI_413__FLOW_SCI_413_T14D	FLOW_SCI_413__FLOW_SCI_413_P_NESTIN	BrdU in Nestin-GFP-positive cells		immunofluorescence	cell-count or lineage-marker fraction	nucleoside label with reporter-defined cell identity	cell_population_resolved	figure_table_transcribed	A_direct_cell_population_protein	candidate	14.0	day	lesion-flanking central canal and cord			SCI in Nestin-GFP and Nestin-CreERT2 lineage mice	Nestin-TK neural-stem-cell ablation and Nestin-CreERT2 lineage tracing; non-ablated injured controls	severe thoracic contusion spinal cord injury in Nestin reporter and Nestin-CreERT2 lineage-tracing mice	severe contusion; exact force requires extraction	T12		Nestin-GFP-positive spinal cord neural stem/progenitor cells	injury-adjacent spinal-cord cell population	PMCID:PMC5824446; Figure 2 and lineage-tracing Results; GFP/BrdU and GFP/YFP with GFAP, Olig2, and NeuN		ambiguous_or_reporter_assay
FLOW_SCI_413__FLOW_SCI_413_O_GFPBRDU_3D	FLOW_SCI_413	FLOW_SCI_413__FLOW_SCI_413_T3D	FLOW_SCI_413__FLOW_SCI_413_P_NESTIN	BrdU in Nestin-GFP-positive cells		immunofluorescence	cell-count or lineage-marker fraction	nucleoside label with reporter-defined cell identity	cell_population_resolved	figure_table_transcribed	A_direct_cell_population_protein	candidate	3.0	day	central canal and lesion-flanking cord			SCI in Nestin-GFP reporter mice	Nestin-TK neural-stem-cell ablation and Nestin-CreERT2 lineage tracing; non-ablated injured controls	severe thoracic contusion spinal cord injury in Nestin reporter and Nestin-CreERT2 lineage-tracing mice	severe contusion; exact force requires extraction	T12		Nestin-GFP-positive spinal cord neural stem/progenitor cells	injury-adjacent spinal-cord cell population	PMCID:PMC5824446; Figure 2 and lineage-tracing Results; GFP/BrdU and GFP/YFP with GFAP, Olig2, and NeuN		ambiguous_or_reporter_assay
FLOW_SCI_414__FLOW_SCI_414_O_BRDU_3D	FLOW_SCI_414	FLOW_SCI_414__FLOW_SCI_414_T3D	FLOW_SCI_414__FLOW_SCI_414_P_OPC	BrdU in PDGFRalpha-lineage OPCs		immunofluorescence	percentage of GFP-positive OPCs with marker signal	nucleoside label with lineage reporter	cell_population_resolved	figure_table_transcribed	A_direct_cell_population_protein	candidate	3.0	day	injury epicenter and surrounding spinal cord			contusion SCI in control and Chd7-cKO mice	OPC-specific Chd7 deletion with matched reporter controls; intact and injured comparisons	contusive spinal cord injury in PDGFRalpha-lineage reporter and Chd7 conditional-knockout mice	contusion; exact force and level require extraction		male and female reported in study-level metadata; group-specific details require extraction	PDGFRalpha-GFP-positive or NG2-positive oligodendrocyte precursor cells	PDGFRα-lineage GFP-positive spinal-cord OPCs	PMCID:PMC6596621; Figures 1-3 and 7; Chd7, Sox2, Ki67, BrdU, PDGFRalpha, NG2, Olig2, Sox10, CC1, MBP, and differentiation assays		ambiguous_or_reporter_assay
FLOW_SCI_415__FLOW_SCI_415_O_SOX2_BULK_7D	FLOW_SCI_415	FLOW_SCI_415__FLOW_SCI_415_T7D	FLOW_SCI_415__FLOW_SCI_415_P_BULK	SOX2	Sox2	western_blot	protein abundance	total protein	bulk_tissue	primary_source_inaccessible	C_bulk_tissue_protein	candidate	7.0	day	injury and peri-injury spinal cord			mouse contusion SCI	injury versus intact adult cord; developmental embryonic reference and rat replication included in the source	standardized mouse contusion spinal cord injury with Sox2-EGFP reporter analysis	clinically relevant standardized contusion; exact force requires extraction			injury and peri-injury spinal cord tissue	whole_tissue	DOI:10.1002/jnr.23151; abstract and indexed protein/localization results; full figure extraction pending		source_extraction_not_final
FLOW_SCI_415__FLOW_SCI_415_O_SOX2_EPC_3D	FLOW_SCI_415	FLOW_SCI_415__FLOW_SCI_415_T3D	FLOW_SCI_415__FLOW_SCI_415_P_EPC	SOX2	Sox2	immunofluorescence	progenitor-state localization with proliferation context	reporter-associated nuclear signal	bulk_tissue	primary_source_checked_not_reported	B_direct_but_incomplete	candidate	3.0	day	central canal and central lesion zone			mouse contusion SCI	injury versus intact adult cord; developmental embryonic reference and rat replication included in the source	standardized mouse contusion spinal cord injury with Sox2-EGFP reporter analysis	clinically relevant standardized contusion; exact force requires extraction			Sox2-EGFP-positive ependymal cells of the central canal	whole_tissue	DOI:10.1002/jnr.23151; abstract and indexed protein/localization results; full figure extraction pending		source_extraction_not_final
FLOW_SCI_415__FLOW_SCI_415_O_SOX2_OPC_1D	FLOW_SCI_415	FLOW_SCI_415__FLOW_SCI_415_T1D	FLOW_SCI_415__FLOW_SCI_415_P_OPC	SOX2	Sox2	immunofluorescence	state-marker localization	total nuclear protein/reporter-associated signal	cell_population_resolved	primary_source_checked_not_reported	B_direct_but_incomplete	candidate	1.0	day	spared white matter and injury-adjacent cord			mouse contusion SCI	injury versus intact adult cord; developmental embryonic reference and rat replication included in the source	standardized mouse contusion spinal cord injury with Sox2-EGFP reporter analysis	clinically relevant standardized contusion; exact force requires extraction			NG2-positive oligodendrocyte progenitor cells	mixed_cell_population	DOI:10.1002/jnr.23151; abstract and indexed protein/localization results; full figure extraction pending		source_extraction_not_final
FLOW_SCI_415__FLOW_SCI_415_O_SOX2_PERSIST_28D	FLOW_SCI_415	FLOW_SCI_415__FLOW_SCI_415_T28D	FLOW_SCI_415__FLOW_SCI_415_P_EPC	SOX2	Sox2	immunofluorescence	persistent marker-positive cell population	total nuclear protein/reporter-associated signal	cell_population_resolved	primary_source_checked_not_reported	B_direct_but_incomplete	candidate	28.0	day	injury and peri-injury spinal cord			mouse contusion SCI	injury versus intact adult cord; developmental embryonic reference and rat replication included in the source	standardized mouse contusion spinal cord injury with Sox2-EGFP reporter analysis	clinically relevant standardized contusion; exact force requires extraction			Sox2-EGFP-positive ependymal cells of the central canal	mixed_cell_population	DOI:10.1002/jnr.23151; abstract and indexed protein/localization results; full figure extraction pending		source_extraction_not_final
FLOW_SCI_421__S421_O1	FLOW_SCI_421	FLOW_SCI_421__S421_T12H	FLOW_SCI_421__S421_BULK	IL-6	Il6	multiplex_protein_assay	concentration	soluble	bulk_tissue	primary_source_checked_not_reported	C_bulk_tissue_protein	candidate	12.0	hours	lesion-centered spinal cord homogenate			injured	human IL-37 transgenic mice versus wild-type; recombinant IL-37 treatment arms also present	T11 contusive spinal cord injury using Infinite Horizon impactor	60 kdyn contusion	T11	female	5 mm lesion-centered spinal cord homogenate	whole_tissue	PMC4747716; SI Materials and Methods 'Cytokine Protein Expression'; Results 'Inhibition of Cytokine and Chemokine Expression'; Figures S1 and S2		source_extraction_not_final
FLOW_SCI_421__S421_O4	FLOW_SCI_421	FLOW_SCI_421__S421_T24H	FLOW_SCI_421__S421_BULK	LIF	Lif	multiplex_protein_assay	concentration	soluble	bulk_tissue	primary_source_checked_not_reported	C_bulk_tissue_protein	candidate	24.0	hours	lesion-centered spinal cord homogenate			injured	human IL-37 transgenic mice versus wild-type; recombinant IL-37 treatment arms also present	T11 contusive spinal cord injury using Infinite Horizon impactor	60 kdyn contusion	T11	female	5 mm lesion-centered spinal cord homogenate	whole_tissue	PMC4747716; SI Materials and Methods 'Cytokine Protein Expression'; Results 'Inhibition of Cytokine and Chemokine Expression'; Figures S1 and S2		source_extraction_not_final
FLOW_SCI_421__S421_O5	FLOW_SCI_421	FLOW_SCI_421__S421_T24H	FLOW_SCI_421__S421_BULK	CSF1	Csf1	multiplex_protein_assay	concentration	soluble	bulk_tissue	primary_source_checked_not_reported	C_bulk_tissue_protein	candidate	24.0	hours	lesion-centered spinal cord homogenate			injured	human IL-37 transgenic mice versus wild-type; recombinant IL-37 treatment arms also present	T11 contusive spinal cord injury using Infinite Horizon impactor	60 kdyn contusion	T11	female	5 mm lesion-centered spinal cord homogenate	whole_tissue	PMC4747716; SI Materials and Methods 'Cytokine Protein Expression'; Results 'Inhibition of Cytokine and Chemokine Expression'; Figures S1 and S2		source_extraction_not_final
FLOW_SCI_421__S421_O6	FLOW_SCI_421	FLOW_SCI_421__S421_T24H	FLOW_SCI_421__S421_BULK	IL-4	Il4	multiplex_protein_assay	concentration	soluble	bulk_tissue	primary_source_checked_not_reported	C_bulk_tissue_protein	candidate	24.0	hours	lesion-centered spinal cord homogenate			injured	human IL-37 transgenic mice versus wild-type; recombinant IL-37 treatment arms also present	T11 contusive spinal cord injury using Infinite Horizon impactor	60 kdyn contusion	T11	female	5 mm lesion-centered spinal cord homogenate	whole_tissue	PMC4747716; SI Materials and Methods 'Cytokine Protein Expression'; Results 'Inhibition of Cytokine and Chemokine Expression'; Figures S1 and S2		source_extraction_not_final
FLOW_SCI_421__S421_O7	FLOW_SCI_421	FLOW_SCI_421__S421_T24H	FLOW_SCI_421__S421_BULK	IL-12p40	Il12b	multiplex_protein_assay	concentration	soluble	bulk_tissue	primary_source_checked_not_reported	C_bulk_tissue_protein	candidate	24.0	hours	lesion-centered spinal cord homogenate			injured	human IL-37 transgenic mice versus wild-type; recombinant IL-37 treatment arms also present	T11 contusive spinal cord injury using Infinite Horizon impactor	60 kdyn contusion	T11	female	5 mm lesion-centered spinal cord homogenate	whole_tissue	PMC4747716; SI Materials and Methods 'Cytokine Protein Expression'; Results 'Inhibition of Cytokine and Chemokine Expression'; Figures S1 and S2		source_extraction_not_final
FLOW_SCI_430__FLOW_SCI_430_OBS_CCL3	FLOW_SCI_430	FLOW_SCI_430__FLOW_SCI_430_T24H	FLOW_SCI_430__FLOW_SCI_430_POP_BULK	MIP-1 alpha / CCL3	Ccl3	multiplex_protein_assay	multiplex_cytokine_signal	soluble cytokine	bulk_tissue	primary_source_checked_not_reported	C_bulk_tissue_protein	candidate	24.0	hour	injury-site spinal cord tissue and transverse lesion sections	0.0	mm; epicenter	WT, TCRδ−/−, and TCRδ−/− mice reconstituted with WT γδ T cells; injured spinal cord	TCRδ, IFN-γ, and IFN-γ receptor genetic perturbations; WT injured controls retained	in vivo moderate thoracic contusion SCI	NYU impactor; 10-g rod dropped 6.25 mm	T11–T12 laminectomy/contusion region	female	injury-site spinal cord homogenate	lesion_centered_tissue	PMCID: PMC5789408; Results sections on γδ-T-cell recruitment and cytokine production; Figures 2, 5, and Supplementary Figure S4		source_extraction_not_final
FLOW_SCI_430__FLOW_SCI_430_OBS_IFNG_BULK	FLOW_SCI_430	FLOW_SCI_430__FLOW_SCI_430_T24H	FLOW_SCI_430__FLOW_SCI_430_POP_BULK	interferon-gamma	Ifng	multiplex_protein_assay	multiplex_cytokine_signal	soluble cytokine	bulk_tissue	primary_source_checked_not_reported	C_bulk_tissue_protein	candidate	24.0	hour	injury-site spinal cord tissue and transverse lesion sections	0.0	mm; epicenter	WT, TCRδ−/−, and TCRδ−/− mice reconstituted with WT γδ T cells; injured spinal cord	TCRδ, IFN-γ, and IFN-γ receptor genetic perturbations; WT injured controls retained	in vivo moderate thoracic contusion SCI	NYU impactor; 10-g rod dropped 6.25 mm	T11–T12 laminectomy/contusion region	female	injury-site spinal cord homogenate	lesion_centered_tissue	PMCID: PMC5789408; Results sections on γδ-T-cell recruitment and cytokine production; Figures 2, 5, and Supplementary Figure S4		source_extraction_not_final
FLOW_SCI_430__FLOW_SCI_430_OBS_IL1A	FLOW_SCI_430	FLOW_SCI_430__FLOW_SCI_430_T24H	FLOW_SCI_430__FLOW_SCI_430_POP_BULK	interleukin-1 alpha	Il1a	multiplex_protein_assay	multiplex_cytokine_signal	soluble cytokine	bulk_tissue	primary_source_checked_not_reported	C_bulk_tissue_protein	candidate	24.0	hour	injury-site spinal cord tissue and transverse lesion sections	0.0	mm; epicenter	WT, TCRδ−/−, and TCRδ−/− mice reconstituted with WT γδ T cells; injured spinal cord	TCRδ, IFN-γ, and IFN-γ receptor genetic perturbations; WT injured controls retained	in vivo moderate thoracic contusion SCI	NYU impactor; 10-g rod dropped 6.25 mm	T11–T12 laminectomy/contusion region	female	injury-site spinal cord homogenate	lesion_centered_tissue	PMCID: PMC5789408; Results sections on γδ-T-cell recruitment and cytokine production; Figures 2, 5, and Supplementary Figure S4		source_extraction_not_final
FLOW_SCI_430__FLOW_SCI_430_OBS_IL4	FLOW_SCI_430	FLOW_SCI_430__FLOW_SCI_430_T24H	FLOW_SCI_430__FLOW_SCI_430_POP_BULK	interleukin-4	Il4	multiplex_protein_assay	multiplex_cytokine_signal	soluble cytokine	bulk_tissue	primary_source_checked_not_reported	C_bulk_tissue_protein	candidate	24.0	hour	injury-site spinal cord tissue and transverse lesion sections	0.0	mm; epicenter	WT, TCRδ−/−, and TCRδ−/− mice reconstituted with WT γδ T cells; injured spinal cord	TCRδ, IFN-γ, and IFN-γ receptor genetic perturbations; WT injured controls retained	in vivo moderate thoracic contusion SCI	NYU impactor; 10-g rod dropped 6.25 mm	T11–T12 laminectomy/contusion region	female	injury-site spinal cord homogenate	lesion_centered_tissue	PMCID: PMC5789408; Results sections on γδ-T-cell recruitment and cytokine production; Figures 2, 5, and Supplementary Figure S4		source_extraction_not_final
FLOW_SCI_430__FLOW_SCI_430_OBS_IL6	FLOW_SCI_430	FLOW_SCI_430__FLOW_SCI_430_T24H	FLOW_SCI_430__FLOW_SCI_430_POP_BULK	interleukin-6	Il6	multiplex_protein_assay	multiplex_cytokine_signal	soluble cytokine	bulk_tissue	primary_source_checked_not_reported	C_bulk_tissue_protein	candidate	24.0	hour	injury-site spinal cord tissue and transverse lesion sections	0.0	mm; epicenter	WT, TCRδ−/−, and TCRδ−/− mice reconstituted with WT γδ T cells; injured spinal cord	TCRδ, IFN-γ, and IFN-γ receptor genetic perturbations; WT injured controls retained	in vivo moderate thoracic contusion SCI	NYU impactor; 10-g rod dropped 6.25 mm	T11–T12 laminectomy/contusion region	female	injury-site spinal cord homogenate	lesion_centered_tissue	PMCID: PMC5789408; Results sections on γδ-T-cell recruitment and cytokine production; Figures 2, 5, and Supplementary Figure S4		source_extraction_not_final
